2026-03-22 22:02:15 | INFO | __main__ | Running stage 01 (create_scenarios)
2026-03-22 22:03:46 | INFO | __main__ | Stage 05 completed: 10 records
2026-03-22 22:03:46 | INFO | __main__ | Stage 05 complete. Primary output: /Users/stijnvanseveren/PythonProjects/Paper_CaseStudiesAnalysisExperimentalData/evaluation/run_2/stage_outputs/05_compute_effectivity_deltas/sem_long_encoded.csv
2026-03-22 22:03:46 | INFO | __main__ | Running stage 06 (construct_structural_equation_model)
2026-03-22 22:03:48 | WARNING | __main__ | Stage 06 stderr:
2026-03-22 22:03:47 | WARNING | root | Sample covariance matrix is not PD. It may indicate that data is bad. Also, it arises often when polychoric/polyserial correlations are used. semopy now will run nearPD subroutines.
2026-03-22 22:03:47 | WARNING | root | Sample covariance matrix is not PD. It may indicate that data is bad. Also, it arises often when polychoric/polyserial correlations are used. semopy now will run nearPD subroutines.
2026-03-22 22:03:47 | INFO | __main__ | Stage 06 completed: 10 records
2026-03-22 22:03:48 | INFO | __main__ | Stage 06 complete. Primary output: /Users/stijnvanseveren/PythonProjects/Paper_CaseStudiesAnalysisExperimentalData/evaluation/run_2/stage_outputs/06_construct_structural_equation_model/moderation_report.txt
2026-03-22 22:03:48 | INFO | __main__ | Running stage 07 (generate_research_visuals)
2026-03-22 22:03:49 | WARNING | __main__ | Stage 07 stderr:
2026-03-22 22:03:48 | INFO | __main__ | Stage 07 completed: dashboard=/Users/stijnvanseveren/PythonProjects/Paper_CaseStudiesAnalysisExperimentalData/evaluation/run_2/stage_outputs/07_generate_research_visuals/interactive_sem_dashboard.html
2026-03-22 22:03:49 | INFO | __main__ | Stage 07 complete. Primary output: /Users/stijnvanseveren/PythonProjects/Paper_CaseStudiesAnalysisExperimentalData/evaluation/run_2/stage_outputs/07_generate_research_visuals/interactive_sem_dashboard.html
2026-03-22 22:03:49 | INFO | __main__ | Running stage checks in /Users/stijnvanseveren/PythonProjects/Paper_CaseStudiesAnalysisExperimentalData/evaluation/run_2/stage_checks
2026-03-22 22:04:11 | INFO | __main__ | Stage checks completed in /Users/stijnvanseveren/PythonProjects/Paper_CaseStudiesAnalysisExperimentalData/evaluation/run_2/stage_checks
2026-03-22 22:04:11 | INFO | __main__ | Full pipeline completed successfully.
