profile_id,conditional_target_attack_count,conditional_target_opinion_count,conditional_target_task_count,imputed_feature_count,imputed_features,predicted_effectivity__attack_vectors___social_media_misinformation___misleading_narrative_framing____issue_position_taxonomy___defense_and_national_security___alliance_commitment_support,weighted_effectivity__attack_vectors___social_media_misinformation___misleading_narrative_framing____issue_position_taxonomy___defense_and_national_security___alliance_commitment_support,predicted_effectivity__attack_vectors___social_media_misinformation___misleading_narrative_framing____issue_position_taxonomy___defense_and_national_security___civil_defense_preparedness_support,weighted_effectivity__attack_vectors___social_media_misinformation___misleading_narrative_framing____issue_position_taxonomy___defense_and_national_security___civil_defense_preparedness_support,predicted_effectivity__attack_vectors___social_media_misinformation___misleading_narrative_framing____issue_position_taxonomy___defense_and_national_security___domestic_security_powers_expansion_support,weighted_effectivity__attack_vectors___social_media_misinformation___misleading_narrative_framing____issue_position_taxonomy___defense_and_national_security___domestic_security_powers_expansion_support,predicted_effectivity__attack_vectors___social_media_misinformation___misleading_narrative_framing____issue_position_taxonomy___defense_and_national_security___strategic_autonomy_support,weighted_effectivity__attack_vectors___social_media_misinformation___misleading_narrative_framing____issue_position_taxonomy___defense_and_national_security___strategic_autonomy_support,conditional_susceptibility_raw_score,susceptibility_index_pct,contribution__profile_cat__profile_cat_sex_Female,contribution__profile_cat__profile_cat_sex_Male,contribution__profile_cat__profile_cat_sex_Other,contribution__profile_cont_age_years,contribution__profile_cont_big_five_agreeableness_altruism_pct,contribution__profile_cont_big_five_agreeableness_compliance_pct,contribution__profile_cont_big_five_agreeableness_mean_pct,contribution__profile_cont_big_five_agreeableness_modesty_pct,contribution__profile_cont_big_five_agreeableness_straightforwardness_pct,contribution__profile_cont_big_five_agreeableness_tender_mindedness_pct,contribution__profile_cont_big_five_agreeableness_trust_pct,contribution__profile_cont_big_five_conscientiousness_achievement_striving_pct,contribution__profile_cont_big_five_conscientiousness_competence_pct,contribution__profile_cont_big_five_conscientiousness_deliberation_pct,contribution__profile_cont_big_five_conscientiousness_dutifulness_pct,contribution__profile_cont_big_five_conscientiousness_mean_pct,contribution__profile_cont_big_five_conscientiousness_order_pct,contribution__profile_cont_big_five_conscientiousness_self_discipline_pct,contribution__profile_cont_big_five_extraversion_activity_level_pct,contribution__profile_cont_big_five_extraversion_assertiveness_pct,contribution__profile_cont_big_five_extraversion_excitement_seeking_pct,contribution__profile_cont_big_five_extraversion_gregariousness_pct,contribution__profile_cont_big_five_extraversion_mean_pct,contribution__profile_cont_big_five_extraversion_positive_emotions_pct,contribution__profile_cont_big_five_extraversion_warmth_pct,contribution__profile_cont_big_five_neuroticism_anger_hostility_pct,contribution__profile_cont_big_five_neuroticism_anxiety_pct,contribution__profile_cont_big_five_neuroticism_depression_pct,contribution__profile_cont_big_five_neuroticism_impulsiveness_pct,contribution__profile_cont_big_five_neuroticism_mean_pct,contribution__profile_cont_big_five_neuroticism_self_consciousness_pct,contribution__profile_cont_big_five_neuroticism_stress_vulnerability_pct,contribution__profile_cont_big_five_openness_to_experience_actions_pct,contribution__profile_cont_big_five_openness_to_experience_aesthetics_pct,contribution__profile_cont_big_five_openness_to_experience_fantasy_pct,contribution__profile_cont_big_five_openness_to_experience_feelings_pct,contribution__profile_cont_big_five_openness_to_experience_ideas_pct,contribution__profile_cont_big_five_openness_to_experience_mean_pct,contribution__profile_cont_big_five_openness_to_experience_values_pct,mean_abs_delta_score,mean_signed_delta_score,mean_adversarial_effectivity,observed_effectivity_pct
profile_0495,1,4,4,0,,11.619171505609737,1.6109230021054648,-21.85199797150475,-2.5220472805566634,-41.55041329530441,-24.028915304801938,27.004201942091175,4.526822996860826,-20.41321658639231,90.0,0.0,-0.0,0.021953467895260606,0.6340132490368741,-0.04992343966544796,-0.0011512068999534448,0.0031349641848826344,0.23316927006039379,0.11174969474092517,-0.3117782595609787,0.04682363902212671,0.24033376690065839,0.26075433245530366,0.17171228894948923,0.06184749573199413,0.17493522282843488,0.12049861840945189,0.07356422540800078,-0.2308726868942802,0.21854723994067962,-0.11356666297574344,-0.020106886092309345,-0.018584048412161273,0.34096720734067265,-0.21360848376302027,-0.09020254119056702,-0.015980869670731028,-0.020336808637674737,0.25269858129324785,0.0284512316393673,0.010171380419165495,0.02750265784138134,0.09120460674052626,-0.5780540659475999,-0.20125004946862285,0.10604473659673763,-0.041472419789902557,0.054989627962294556,0.6122890270036785,34.0,15.0,-1.0,67.5
profile_0221,1,4,4,0,,13.13950588207574,1.821707533236476,-17.867958659481083,-2.062229577588598,-43.483652793468686,-25.146922190440712,28.477672857723174,4.773826853534398,-20.613617381258436,89.0,0.7706248404470678,-0.0,0.0,0.5429847854278469,0.0801802242891441,0.0013866534440526576,-0.00301296290282722,-0.1545083395572977,-0.10323455304627756,0.3772181339655249,-0.02116475332021701,-0.016170175171532467,-0.020393073340374504,-0.016962231334587664,0.021363139968332025,0.0031382806539736407,0.016756280064670954,-0.004498255832036613,-0.20307021636884606,0.08935059704871459,-0.02394088797385454,-0.018212011213394507,-0.009054728251889601,0.04828126009778678,-0.12032740718323051,-0.2779114495540781,-0.04681730462225589,-0.053359319473271084,0.5956021970977564,0.09118630646647863,0.0540179707918533,0.10246565924816385,0.1487378621630459,-0.7211632160481287,-0.20047385608995255,0.0358245206247021,-0.050213354655250016,0.058067728634666714,0.8173689640719438,38.0,38.0,-15.5,36.0
profile_0214,1,4,4,0,,16.855852241519777,2.3369549268504612,-25.378680692792724,-2.9290791949019317,-42.63909816066808,-24.65850991888005,27.659741266775804,4.636713690786632,-20.61392049614489,88.0,0.0,-0.0,0.021953467895260606,-0.0031859962263159633,-0.09420814384561475,-0.0025950975264246597,0.006093136635647198,0.5063850830386853,0.2413226073579227,-0.7196105772882947,0.059871195399692004,0.35209560653878813,0.3985952795842292,0.13427954102362608,0.0804297058517579,0.1812625655647711,0.0825757355316237,0.05605358706371938,-0.04469109118344975,-0.07721183882050076,0.026143242624734112,0.03493028416241437,0.006773472534321636,-0.0957596892194986,0.08446180250318017,0.023921451507024145,-0.01980611088652468,-0.023030906702246473,0.3331723093650339,0.021032287978128655,-0.0007146386962082107,0.030374032555210734,0.04600378661631828,-0.03648844611591382,-0.00804067852651401,0.005463406613364768,0.0034835245811103395,0.005038875037686367,0.17339142115322162,39.25,-14.75,-13.75,38.0
profile_0376,1,4,4,0,,10.843396534506097,1.5033668183616244,-20.695652394944176,-2.3885877122118697,-42.11675145581627,-24.35643290603732,27.52331222405697,4.613843541565273,-20.62781025832229,87.0,0.7706248404470678,-0.0,0.0,0.22438516279625192,-0.028165789366912854,0.0001161902427369173,0.0006962184453213689,0.04427361374889141,0.06448626302038533,-0.07557908269564678,0.0006740505429684977,0.0408353073481479,0.00945272345322187,0.01065745834456039,0.017559357338662127,0.01933139746404613,0.01764959727679461,0.002276858709592755,-0.40523988885522405,0.27703915370404125,-0.2673185744946676,-0.0822251928165038,-0.028892390495535148,0.5044246354614772,-0.13003834398832823,0.05292488521634719,-0.0038878160288704465,0.015045239064932171,0.22886145540452701,0.0056304797327843496,0.00011895519241241848,0.038226807340759276,0.2109636907084362,-0.17597087751371104,-0.052158140417114605,0.029685125956805343,-0.003365355311458103,0.024494271750913656,0.4182821447744653,35.0,35.0,-6.5,56.49999999999999
profile_0039,1,4,4,0,,14.121394683845454,1.9578400669129896,-25.784889707450194,-2.975961788525197,-42.501110799079704,-24.57871079387075,29.430606166571415,4.933570897302827,-20.66326161818013,86.0,0.7706248404470678,-0.0,0.0,-0.5493567778804789,-0.09517384687659816,-0.000752117559970146,0.004209681515223953,0.15584897372758413,0.23166762616987474,-0.5480458761507152,0.05552155242046788,0.44846596589660415,0.4808764106195752,0.2484861393124928,0.13002775606993897,0.2898964747854117,0.19788809899658508,0.09613538669692227,0.22095610435722568,-0.19758113546850378,0.11885123060455108,0.009643379708918974,0.017056403097268122,-0.4163028710478144,0.1650692835915712,0.0263479899646691,0.006530629787055858,0.004389905134710084,-0.12486172790486913,-0.00033805931484029477,0.010296867671215914,0.02870722128667152,-0.13801163148849904,0.31072599807342327,0.11145315065893285,-0.048086232367539006,0.029832017289223467,-0.03384421894514732,-0.2767315212334848,51.75,51.75,-16.75,31.0
profile_0049,1,4,4,0,,12.927918804317159,1.7923723529833044,-29.31522606554147,-3.3834153871839976,-41.2720234482868,-23.867920370572033,28.36635426454428,4.755166069977046,-20.70379733479568,85.0,0.7706248404470678,-0.0,0.0,0.0878424673827112,-0.1145759038004915,-0.0016694823006832577,0.005332261830504177,0.4194500360172485,0.2444489822188145,-0.5598311966931961,0.05045268794515244,0.25629530200616896,0.25602563902581826,0.08535924731419182,0.030943312657931148,0.13292724488196048,0.08947935363584245,0.06249767640685485,-0.009413532276077947,-0.046484739198260044,0.06340800285669085,-0.008894630305898078,0.0016609922683358902,-0.048773728868569004,-0.005948055473219106,0.1403405223394985,0.039434518924638416,0.06705849998314702,-0.33140471576982583,-0.0688973094333223,-0.03905659630707724,-0.09112916733822309,0.21731326504980256,-0.7353922374100553,-0.29383964639633475,0.12992775034653906,-0.05279444981384537,0.07701761050181263,0.8801525323735258,52.0,17.0,18.0,94.0
profile_0017,1,4,4,0,,16.333552350844933,2.264541424090901,-24.72691342712357,-2.8538555077095635,-43.32619351698507,-25.055862311163704,29.371759311649402,4.923706162298803,-20.721470232483565,84.0,0.0,-0.0,0.021953467895260606,0.7250417126459013,0.03483730814278286,0.0017776037920485893,-0.004566443405635437,-0.33298466353258893,-0.23896213303648162,0.5358203513008634,-0.06442922045436762,0.2200501797568376,0.3878694463615304,0.1527784187003459,0.10693708343346925,0.1875666673727828,0.0720479138255875,0.07279117254924261,0.37105411242821545,-0.11369820329554364,0.22235062459260072,0.05422222801633722,0.021565359753103336,-0.39968170747077225,0.1395696924705896,0.03327156696345747,0.0017934238066899786,0.018311612862174392,-0.11347988366350707,-0.00839310577707296,-0.0035033687886500717,0.00991004950949107,-0.08556482652767296,0.08522598841164591,0.006495825410789939,-0.0028562274219909147,0.020258398681407417,-0.016930246184137302,-0.43623572178345,41.25,27.75,8.75,86.5
profile_0379,1,4,4,0,,7.949933235725879,1.102206840517885,-22.164012301090626,-2.558058399194552,-41.20917102502715,-23.831572343309972,26.5021571226344,4.442663204283161,-20.844760697703478,83.0,0.0,-0.0,0.021953467895260606,1.08915556708201,0.036730356841369494,0.00016290582688358653,-0.0017337279711034975,-0.11468154800189628,-0.10159167370761289,0.22159988861422922,-0.02012023507875612,0.02413788328647428,0.044316344832741675,0.03554558176246839,0.0075995507662583615,0.0365935969770441,0.030923977604316262,0.02409478900792934,-0.45033333191553904,0.33518723075977286,-0.3275644903981592,-0.08289332788941595,-0.03474815773402208,0.6432860300944081,-0.20708575784873612,0.1052953912965809,0.03267094728057468,0.034095417781327984,-0.041372151882901866,-0.03691397037199585,-0.01683078720954038,-0.036510508364084,0.34552712982520023,-0.6575640239586948,-0.21090680826796254,0.09785887703954199,-0.04402658178162562,0.06894841633200018,0.7081177235970496,32.0,15.5,-1.0,67.5
profile_0070,1,4,4,0,,12.107128714528002,1.678575114092116,-22.686186636245793,-2.618325124629539,-42.438926708972296,-24.542749268677788,27.654997882233683,4.635918538155413,-20.8465807410598,82.0,0.7706248404470678,-0.0,0.0,0.6340132490368741,-0.057676139699230654,-0.002380417676127735,0.004691377795402985,0.5063850830386853,0.14462567195457696,-0.47467849158892916,0.04700069927593544,0.043768498539615106,-0.015543131361415123,0.018183297581435796,0.034632956996038876,0.034246263216272936,0.045123019607544806,0.00682597745536204,-0.009811025897569476,0.059324395330488854,-0.029936926997424812,-0.055972595866914034,-0.006585840220365887,-0.052665246144644816,-0.054831923797185496,-0.1456459323153579,-0.041646163759406746,-0.07559663380853934,0.09227932450818213,0.06075262210119077,0.03474895507075437,0.06166005287464339,0.24140090161539232,-0.5911278019163179,-0.1837400400145009,0.06694843378810078,-0.05018978813423676,0.05675027384744782,0.44114615388221406,48.5,48.5,-13.5,39.0
profile_0356,1,4,4,0,,8.862601349346722,1.2287423733491363,-19.12246771695611,-2.207018679297485,-42.04079940034825,-24.312509263326575,26.337168419993098,4.415005484386809,-20.875780084888113,81.0,0.0,-0.0,0.021953467895260606,1.08915556708201,-0.04731062632460967,-0.0003232595780604493,-0.00011171940629361467,-0.12389400786673153,0.02646709265322733,0.24704577814787848,-0.007887979404775276,0.14565284275206197,0.16649757545652702,0.04011534244265937,0.05383052138335523,0.08099539054093863,0.07808564112331798,0.0030400006342642867,-0.5485805053608581,0.33518723075977286,-0.23952008832556357,-0.09037425009923578,-0.03665243354604971,0.600410827429474,-0.30796245731562677,0.03740161210355747,0.00597443149657499,-0.041015772131671104,0.2615586995649668,0.011120813837817746,0.010240846576550553,-0.0020621691126592907,-0.07342932989877277,0.39263427006535684,0.09576377126213323,-0.019600807315934606,0.013681094888134663,-0.029446932270329972,-0.6207358752019246,48.25,15.25,-32.75,7.000000000000001
profile_0215,1,4,4,0,,8.893248081874622,1.2329913446587286,-20.927856061123187,-2.4153874870235703,-42.46371817284979,-24.557086357976047,28.170698700044213,4.722367540668829,-21.017114959672057,80.0,0.0,-0.0,0.021953467895260606,0.3154136264052791,0.05349252463850911,0.0010286492896494244,-0.0031872161655435217,-0.16502824459945675,-0.17834111146911213,0.3685536648558961,-0.03959411787750391,0.1861681938737767,0.183034012242479,0.12749272142592183,0.06343302547782523,0.14124168699003864,0.1331108469437766,0.042556877024528504,-0.22207261977403758,0.07625835318126538,-0.02183239073479689,-0.008785099966076407,-0.005761554026502384,-0.0017192558895395538,-0.02571130539294712,-0.11874586377022373,-0.008536832010024944,-0.029281918551416222,0.13964687988391045,0.03008434663199021,0.018090522361061474,0.03312032844627861,0.26920320894539645,-0.6441831868095038,-0.20467443202158017,0.11808443963113878,-0.04481437691264037,0.06752881984642924,0.7193430601332991,46.5,-11.0,29.0,100.0
profile_0450,1,4,4,0,,10.328278736855161,1.4319490663619086,-16.649572010021252,-1.921609541839752,-44.19848895837321,-25.56031730016496,29.055528586945925,4.870695133868062,-21.179282641774744,79.0,0.0,-0.7925783083423354,0.0,-0.04870022803082954,0.006281379263983701,0.0006746031381989521,-0.0010152499047085888,-0.055735885045783265,0.015512520346534072,0.2742300366814059,-0.010649570340148868,0.3416895148206502,0.2364206812570246,0.06869856405642291,0.058405978114673754,0.12198657787321758,0.04149489794777945,0.03733777913450213,0.08014398894385712,0.048301783953196974,0.06047953446911076,-0.006359002939026495,4.41842811431294e-05,0.0016652679385968112,-0.026058777708007123,-0.2454024072377736,-0.04809906608806675,-0.1001230510744895,0.834399423209567,0.10600163695204123,0.052019138134193066,0.13126641774142223,-0.16986136802433674,0.7061407037313219,0.2768907790965575,-0.13905287751634757,0.04594366215529017,-0.06913331011816966,-0.6088579028205442,38.25,-8.25,25.75,99.0
