profile_id,mean_baseline_score,mean_post_score,mean_signed_delta_score,mean_abs_delta_score,mean_baseline_abs_score,mean_exposure_quality_score,mean_attack_realism_score,mean_attack_coherence_score,mean_post_plausibility_score,mean_post_consistency_score,n_attacked_opinion_leaves,mean_adversarial_effectivity,profile_cont_age_years,profile_cont_big_five_agreeableness_altruism_pct,profile_cont_big_five_agreeableness_compliance_pct,profile_cont_big_five_agreeableness_modesty_pct,profile_cont_big_five_agreeableness_straightforwardness_pct,profile_cont_big_five_agreeableness_tender_mindedness_pct,profile_cont_big_five_agreeableness_trust_pct,profile_cont_big_five_agreeableness_mean_pct,profile_cont_big_five_conscientiousness_achievement_striving_pct,profile_cont_big_five_conscientiousness_competence_pct,profile_cont_big_five_conscientiousness_deliberation_pct,profile_cont_big_five_conscientiousness_dutifulness_pct,profile_cont_big_five_conscientiousness_order_pct,profile_cont_big_five_conscientiousness_self_discipline_pct,profile_cont_big_five_conscientiousness_mean_pct,profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_extraversion_gregariousness_pct,profile_cont_big_five_extraversion_positive_emotions_pct,profile_cont_big_five_extraversion_warmth_pct,profile_cont_big_five_extraversion_mean_pct,profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,profile_cont_big_five_openness_to_experience_feelings_pct,profile_cont_big_five_openness_to_experience_ideas_pct,profile_cont_big_five_openness_to_experience_values_pct,profile_cont_big_five_openness_to_experience_mean_pct,profile_cont_heuristic_shift_sensitivity_proxy,profile_cont_resilience_index,profile_cat__profile_cat_sex_Female,profile_cat__profile_cat_sex_Male,profile_cat__profile_cat_sex_Other,abs_delta_indicator__alliance_commitment_support,abs_delta_indicator__civil_defense_preparedness_support,abs_delta_indicator__domestic_security_powers_expansion_support,abs_delta_indicator__strategic_autonomy_support,signed_delta_indicator__alliance_commitment_support,signed_delta_indicator__civil_defense_preparedness_support,signed_delta_indicator__domestic_security_powers_expansion_support,signed_delta_indicator__strategic_autonomy_support,adversarial_delta_indicator__alliance_commitment_support,adversarial_delta_indicator__civil_defense_preparedness_support,adversarial_delta_indicator__domestic_security_powers_expansion_support,adversarial_delta_indicator__strategic_autonomy_support,mean_baseline_abs_score_z,mean_exposure_quality_score_z,mean_abs_delta_score_z,mean_signed_delta_score_z,mean_adversarial_effectivity_z,abs_delta_indicator__alliance_commitment_support_z,abs_delta_indicator__civil_defense_preparedness_support_z,abs_delta_indicator__domestic_security_powers_expansion_support_z,abs_delta_indicator__strategic_autonomy_support_z,adversarial_delta_indicator__alliance_commitment_support_z,adversarial_delta_indicator__civil_defense_preparedness_support_z,adversarial_delta_indicator__domestic_security_powers_expansion_support_z,adversarial_delta_indicator__strategic_autonomy_support_z,profile_cont_age_years_z,profile_cont_big_five_neuroticism_mean_pct_z,profile_cont_big_five_openness_to_experience_mean_pct_z,profile_cont_big_five_conscientiousness_mean_pct_z,profile_cont_big_five_extraversion_mean_pct_z,profile_cont_big_five_agreeableness_mean_pct_z
profile_0068,400.5,430.0,29.5,49.5,400.5,0.7233333333333334,0.725,0.8250000000000001,0.675,0.775,4,-13.0,61.0,92.968,71.332,77.894,84.142,92.154,75.888,82.396,13.79,21.049,9.385,12.679,15.06,29.17,16.856,3.673,19.528,10.398,12.21,15.502,2.806,10.686,69.607,56.497,61.722,70.056,58.573,61.495,62.992,65.333,66.905,67.342,69.009,89.125,76.123,72.306,0.5665,0.4335,1.0,0.0,0.0,40.0,60.0,65.0,33.0,-40.0,60.0,65.0,33.0,40.0,-60.0,-65.0,33.0,0.153360903502447,0.3933793380338894,0.6727701076586005,0.3351745331638337,-0.2808986870492722,0.0693424384238067,0.7541563315105616,1.095239197910307,-0.673210668918453,0.8625654323356612,-0.8272343174702107,-1.095239197910307,0.1132842246681242,1.1960283653530703,0.5440656417890655,0.891701873844232,-1.380876575250784,-1.4361293564982882,1.3716578546285114
profile_0070,353.5,402.0,48.5,48.5,353.5,0.7066666666666667,0.7,0.8,0.8,0.75,4,-13.5,28.0,74.782,88.273,100.0,71.612,82.106,81.874,83.108,47.417,53.225,49.238,38.446,40.411,49.096,46.305,51.205,58.28,52.24,81.155,45.14,58.476,57.749,75.853,90.811,83.565,56.133,78.842,71.636,76.14,84.667,88.709,80.709,72.376,93.398,68.634,81.415,0.6255,0.3745,1.0,0.0,0.0,48.0,60.0,16.0,70.0,48.0,60.0,16.0,70.0,-48.0,-60.0,-16.0,70.0,-0.1689267094917406,-0.4608646099224435,0.5632875840363709,1.2949810335576302,-0.3118006328192692,0.5976657787956687,0.7541563315105616,-1.396252013677671,1.6078144913363783,-1.2535694448747707,-0.8272343174702107,1.396252013677671,1.116039323405109,-0.8736588950901033,1.0629853079976999,1.2348350954619984,-0.2302870755499841,0.3072078502665654,1.3999853653430687
profile_0071,251.75,302.25,50.5,50.5,251.75,0.6733333333333333,0.6499999999999999,0.75,0.775,0.725,4,-34.0,65.0,62.161,26.523,54.295,50.901,68.146,57.776,53.3,15.768,36.485,26.797,18.567,26.087,4.979,21.447,20.632,7.36,35.165,24.071,24.464,27.484,23.196,48.192,54.153,60.9,52.086,35.72,51.129,50.363,56.056,44.952,53.491,38.358,51.929,52.99,49.629,0.5109,0.4891,0.0,0.0,1.0,27.0,70.0,72.0,33.0,27.0,70.0,72.0,33.0,-27.0,-70.0,-72.0,33.0,-0.8666451057078809,-2.169352505835104,0.7822526312808299,1.3960132967569772,-1.578780409389144,-0.7891829896804691,1.338320802084196,1.451166513851447,-0.673210668918453,-0.7485827128131902,-1.052700198492345,-1.451166513851447,0.1132842246681242,1.4468995484370915,0.045629646614982824,0.037466275356354106,-1.2015035441418713,-0.972726078835829,0.21404935497857505
profile_0096,527.25,542.5,15.25,33.75,527.25,0.7091666666666667,0.7,0.8,0.8,0.8,4,1.25,38.0,30.389,18.791,21.87,23.141,13.401,22.29,21.647,66.952,58.722,92.251,66.104,73.32,67.307,70.776,59.005,54.647,52.705,68.413,57.867,41.228,55.644,3.19,22.232,2.43,2.744,0.0,0.0,5.099,85.485,80.249,85.37,89.565,91.953,76.496,84.853,0.2162,0.7838,0.0,1.0,0.0,37.0,27.0,38.0,33.0,-37.0,27.0,38.0,33.0,37.0,-27.0,-38.0,33.0,1.0225088810984744,-0.332728017728991,-1.0515796393915138,-0.3846803421315136,0.5998067673956408,-0.1287788142156415,-1.1735864213824314,-0.277623306434089,-0.673210668918453,0.7904244706125783,-0.0831969100971675,0.277623306434089,0.1132842246681242,-0.24648093738005067,-1.7408306341324782,1.3643434954973344,0.7258090787227679,0.22923311809394517,-1.0452915110999041
profile_0105,497.5,548.75,51.25,51.25,497.5,0.7666666666666666,0.775,0.875,0.8,0.8,4,-23.75,48.0,64.824,93.731,68.106,64.934,88.505,69.666,74.961,87.337,60.926,63.39,62.273,44.291,64.575,63.798,8.93,12.676,2.137,15.641,0.0,13.419,8.801,22.729,33.154,18.572,3.784,3.217,23.648,17.517,31.663,45.754,33.056,35.086,47.41,42.764,39.289,0.31,0.69,0.0,1.0,0.0,44.0,49.0,57.0,55.0,44.0,49.0,57.0,55.0,-44.0,-49.0,-57.0,55.0,0.8185076792564088,2.614413602720343,0.864364523997502,1.4339003954567324,-0.9452905211042064,0.3335041086097376,0.1115754138795639,0.6884651225490045,0.6830745615033386,-1.15738149591066,-0.5792218483458631,-0.6884651225490045,0.7095169860793042,0.38069702033000197,-1.2507222971246579,-0.35203833673363377,0.4531745740227042,-1.5059547104865965,1.0758502111415278
profile_0113,650.0,676.25,26.25,47.75,650.0,0.765,0.775,0.875,0.8250000000000001,0.7875,4,2.75,60.0,80.999,71.738,85.283,59.659,57.117,60.093,69.148,65.74,79.784,73.03,81.534,83.748,81.774,77.601,88.109,79.981,80.437,60.835,95.087,68.463,78.819,80.875,89.886,94.265,70.088,61.051,88.769,80.823,53.812,71.556,63.159,62.775,70.497,63.159,64.16,0.5055,0.4945,0.0,1.0,0.0,38.0,43.0,52.0,58.0,38.0,-43.0,52.0,58.0,-38.0,43.0,-52.0,58.0,1.8642281256737196,2.5289892079247136,0.4811756913196988,0.1709971054648948,0.6925126047056316,-0.0627383966691588,-0.2389232684646166,0.4342313254481904,0.8680225474699466,-1.0130995724644942,1.4950642570577726,-0.4342313254481904,0.7908214535444652,1.133310569582065,1.2478119581996339,0.5848445653253691,0.9924657847385228,1.0876960245549758,0.844575183355403
profile_0119,654.75,640.0,-14.75,43.25,654.75,0.7283333333333333,0.7,0.8,0.75,0.7,4,-6.75,51.0,23.514,22.196,10.577,23.755,20.277,29.97,21.715,40.943,42.757,32.017,56.047,39.33,53.13,44.037,74.359,75.414,85.484,82.726,73.679,78.056,78.287,76.869,59.204,52.243,48.342,58.249,53.414,58.053,98.182,84.837,98.875,82.866,89.834,99.808,92.4,0.4812,0.5188,0.0,1.0,0.0,30.0,73.0,27.0,43.0,30.0,-73.0,27.0,-43.0,-30.0,73.0,-27.0,-43.0,1.8967997461358983,0.6496525224207831,-0.0114956649803337,-1.9001642901217184,0.1053756350756895,-0.5910617370410208,1.513570143256286,-0.83693766005588,-0.0567173823630932,-0.8207236745362733,2.1714619001241755,0.83693766005588,-1.946428951115952,0.5688504076430178,0.34913529257972237,1.6486366586929964,-0.3188991501644503,1.0679893464001855,-1.0425860746833453
profile_0122,291.25,350.0,58.75,58.75,291.25,0.7066666666666667,0.7,0.8,0.6000000000000001,0.575,4,-30.25,27.0,40.488,42.897,33.556,28.725,39.441,50.767,39.312,68.025,63.445,74.349,67.455,75.052,76.289,70.769,15.008,0.0,0.0,5.304,0.0,7.943,4.709,45.33,53.676,68.279,48.667,58.676,61.007,55.939,4.08,2.627,0.135,7.465,4.424,0.0,3.122,0.5542,0.4458,0.0,0.0,1.0,50.0,58.0,70.0,57.0,50.0,58.0,70.0,57.0,-50.0,-58.0,-70.0,57.0,-0.5957863671276593,-0.4608646099224435,1.685483451164223,1.8127713824542837,-1.347015816114167,0.7297466138886342,0.6373234373958347,1.349472995011121,0.8063732188144105,-1.301663419356826,-0.7821411412657838,-1.349472995011121,0.7637199643894115,-0.9363766908611086,0.26570084062010485,-1.7144380761396876,0.7255355846653162,-1.6575331447147965,-0.34247483023943803
profile_0156,500.75,495.0,-5.75,48.25,500.75,0.7233333333333334,0.725,0.8250000000000001,0.8,0.8,4,-23.25,34.0,55.62,40.455,71.379,63.971,48.394,54.972,55.798,81.524,73.818,68.02,76.728,74.985,86.163,76.873,87.423,80.565,73.292,84.194,98.003,68.311,81.965,2.394,3.027,0.0,21.627,0.0,11.6,6.441,29.959,30.131,34.253,16.558,26.287,23.189,26.73,0.2751,0.7249,0.0,0.0,1.0,50.0,62.0,23.0,58.0,-50.0,62.0,23.0,-58.0,50.0,-62.0,-23.0,-58.0,0.8407935248357941,0.3933793380338894,0.5359169531308136,-1.445519105724657,-0.9143885753342096,0.7297466138886342,0.8709892256252885,-1.0403246977365312,0.8680225474699466,1.1030353047459376,-0.8723274936746376,1.0403246977365312,-2.3529512884417567,-0.49735212046407173,-1.6878651494920773,-0.8251319946870341,0.9640224027635091,1.204232132590635,0.3134343574574569
profile_0160,149.75,184.5,34.75,49.75,149.75,0.69,0.6749999999999999,0.775,0.325,0.35,4,-2.75,34.0,47.304,47.93,38.757,54.484,56.604,44.737,48.303,98.93,100.0,100.0,100.0,87.978,94.305,96.869,31.025,23.503,34.948,42.408,16.909,31.692,30.081,100.0,96.807,100.0,99.336,99.052,94.261,98.243,18.976,21.353,3.777,10.805,31.277,3.319,14.918,0.65,0.35,0.0,0.0,1.0,72.0,30.0,33.0,64.0,72.0,-30.0,33.0,64.0,-72.0,30.0,-33.0,64.0,-1.56607779773782,-1.3151085578787765,0.7001407385641578,0.6003842240621197,0.3525912012356652,2.182635799911255,-0.9983370802103412,-0.5318571035349031,1.2379185194031623,-1.8306971386594335,1.201958611728998,0.5318571035349031,0.953430388474787,-0.49735212046407173,1.9353371015944016,-1.2700863929468929,1.7452777131651254,-0.7176875842949793,0.015239564191156456
profile_0171,645.75,690.5,44.75,44.75,645.75,0.7058333333333333,0.6749999999999999,0.775,0.8,0.8,4,-22.25,55.0,4.869,0.0,6.197,3.66,11.304,0.0,4.338,0.0,16.182,27.462,24.034,7.18,0.0,12.476,100.0,100.0,94.691,75.295,86.97,81.945,89.817,11.701,13.132,3.405,13.263,15.833,14.582,11.986,82.629,81.829,92.57,99.749,77.494,87.794,87.011,0.3482,0.6518,0.0,1.0,0.0,70.0,37.0,27.0,45.0,70.0,37.0,27.0,45.0,-70.0,-37.0,-27.0,45.0,1.835085096839139,-0.503576807320261,0.1527281204530104,1.1055455400588543,-0.8525846837942157,2.0505549648182892,-0.5894219508087971,-0.83693766005588,0.0665812749479787,-1.7826031641773783,-0.3086627911193019,0.83693766005588,0.4385020945287678,0.8197215907270389,-1.469017450288634,1.445634690167566,-1.5520057140564993,1.4950908485143461,-1.7339444366030916
profile_0176,79.25,82.0,2.75,20.75,79.25,0.7233333333333334,0.725,0.8250000000000001,0.775,0.775,4,4.75,19.0,23.719,36.641,45.908,45.587,46.738,55.517,42.352,39.595,47.408,45.189,44.541,37.76,29.72,40.702,12.074,0.0,8.039,23.679,0.0,3.147,7.823,15.814,3.873,17.775,21.894,8.152,0.0,11.251,11.931,22.063,11.423,0.0,4.271,5.024,9.119,0.4423,0.5577,0.0,1.0,0.0,17.0,36.0,15.0,15.0,17.0,-36.0,15.0,15.0,-17.0,36.0,-15.0,15.0,-2.0495092172291014,0.3933793380338894,-2.474852446480497,-1.0161319871274324,0.8161203877856194,-1.4495871651452965,-0.6478383978661606,-1.4470987730978335,-1.7828985847181007,-0.5081128404029139,1.3372381403422786,1.4470987730978335,-0.3745425801228413,-1.4381190570291507,-1.4980261173606864,-1.488532935065833,-0.4491995332505371,-1.5421824007786735,-0.2215259080873963
profile_0180,539.0,561.0,22.0,33.5,539.0,0.7233333333333334,0.725,0.8250000000000001,0.8,0.9,4,-4.5,73.0,46.101,29.426,29.872,30.872,37.393,31.176,34.14,46.525,37.317,35.885,25.803,27.221,24.139,32.815,43.846,34.187,50.975,35.881,36.551,38.788,40.038,61.628,65.271,64.802,68.141,56.131,77.204,65.529,65.58,61.261,62.233,77.111,76.13,77.624,69.99,0.5104,0.4896,0.0,1.0,0.0,23.0,45.0,31.0,35.0,-23.0,45.0,31.0,35.0,23.0,-45.0,-31.0,35.0,1.1030807843470212,0.3933793380338894,-1.078950270297071,-0.0436964538337175,0.2444343910406758,-1.0533446598664,-0.1220903743498897,-0.6335506223752287,-0.549912011607381,0.4537666492381915,-0.4890354959370093,0.6335506223752287,0.1674872029782314,1.9486419146051337,0.6441948776554561,0.8044588678867453,-0.7573491948397323,-0.34885413619864786,-0.54824714121653
