term,moderator_label,ontology_group,weighted_mean_estimate,weighted_mean_abs_estimate,direction,n_tasks,normalized_weight_pct,estimate,mean_abs_estimate
profile_cont_big_five_conscientiousness_dutifulness_pct,Big Five Conscientiousness Dutifulness %,Personality: Conscientiousness,0.07790806665198194,0.4073705011271983,higher_effectivity,16,1.7887734616313842,0.07790806665198194,0.4073705011271983
profile_cont_big_five_conscientiousness_mean_pct,Big Five Conscientiousness Mean %,Personality: Conscientiousness,-0.23096864155662467,0.32859366848055316,lower_effectivity,16,1.442862534748398,-0.23096864155662467,0.32859366848055316
profile_cont_big_five_agreeableness_altruism_pct,Big Five Agreeableness Altruism %,Personality: Agreeableness,-0.1326554807085983,0.32538673466850954,lower_effectivity,16,1.4287808128752653,-0.1326554807085983,0.32538673466850954
profile_cont_big_five_openness_to_experience_feelings_pct,Big Five Openness To Experience Feelings %,Personality: Openness,0.1461270350916778,0.31280098042761,higher_effectivity,16,1.3735164696829087,0.1461270350916778,0.31280098042761
profile_cont_big_five_openness_to_experience_aesthetics_pct,Big Five Openness To Experience Aesthetics %,Personality: Openness,0.014051645138075691,0.2853794590611549,higher_effectivity,16,1.2531079237470872,0.014051645138075691,0.2853794590611549
profile_cont_big_five_extraversion_mean_pct,Big Five Extraversion Mean %,Personality: Extraversion,-0.21684470217319254,0.2539784248487168,lower_effectivity,16,1.115225243210408,-0.21684470217319254,0.2539784248487168
profile_cont_big_five_neuroticism_mean_pct,Big Five Neuroticism Mean %,Personality: Neuroticism,0.09122434910237141,0.21015944120939692,higher_effectivity,16,0.9228150543705417,0.09122434910237141,0.21015944120939692
profile_cont_big_five_neuroticism_impulsiveness_pct,Big Five Neuroticism Impulsiveness %,Personality: Neuroticism,0.030258620246445662,0.19228952490552736,higher_effectivity,16,0.8443478311487136,0.030258620246445662,0.19228952490552736
profile_cont_big_five_agreeableness_mean_pct,Big Five Agreeableness Mean %,Personality: Agreeableness,-0.007733335570318403,0.17034309078451068,lower_effectivity,16,0.7479805222137487,-0.007733335570318403,0.17034309078451068
profile_cont_big_five_openness_to_experience_mean_pct,Big Five Openness To Experience Mean %,Personality: Openness,-0.030013083568645203,0.16555452588231118,lower_effectivity,16,0.7269538209856218,-0.030013083568645203,0.16555452588231118
