profile_id,mean_abs_delta_score,mean_signed_delta_score,latent_attack_effectivity_factor_score,latent_attack_effectivity_factor_score_z,profile_moderator_linear_score,profile_moderator_linear_score_z,predicted_mean_abs_delta_from_moderators,susceptibility_index_pct,observed_effectivity_pct,contribution__profile_cont_age_years_z,contribution__profile_cont_big_five_neuroticism_mean_pct_z,contribution__profile_cont_big_five_openness_to_experience_mean_pct_z,contribution__profile_cont_big_five_conscientiousness_mean_pct_z,contribution__profile_cont_big_five_extraversion_mean_pct_z,contribution__profile_cont_big_five_agreeableness_mean_pct_z,contribution__profile_cont_resilience_index_z,contribution__profile_cat__profile_cat_sex_Female,contribution__profile_cat__profile_cat_sex_Other,group_contribution__demographics__age,group_contribution__personality__neuroticism,group_contribution__personality__openness,group_contribution__personality__conscientiousness,group_contribution__personality__extraversion,group_contribution__personality__agreeableness,group_contribution__composite__resilience,group_contribution__demographics__sex
profile_0015,44.0,44.0,0.0057015973096146,0.2293073887828689,3.1289181541489257,1.0240788360509483,45.25962673822786,80.0,65.0,-172.58071358237328,-1259.5997203660886,-418.9171221499131,1079.1406103786046,0.0743715776403728,0.63085635310595,772.947549872151,1.433086071022251,-0.0,-172.58071358237328,-1259.5997203660886,-418.9171221499131,1079.1406103786046,0.0743715776403728,0.63085635310595,772.947549872151,1.433086071022251
profile_0213,41.75,41.75,-0.0238330859672824,-0.9585213428839164,2.5603774202263594,0.8630025824822503,44.69108600430529,78.0,50.0,538.8557386853887,1522.2508895040658,-295.3501349891265,-191.27020637597408,-0.1849314035415618,0.2290213973434397,-1571.969999397929,0.0,-0.0,538.8557386853887,1522.2508895040658,-295.3501349891265,-191.27020637597408,-0.1849314035415618,0.2290213973434397,-1571.969999397929,0.0
profile_0012,54.25,43.75,0.0888947921965564,3.575179299424384,2.0686158359153866,0.7236790319895473,44.19932441999432,76.0,92.0,492.95661273262976,-819.6394983565024,217.39869363165164,-1001.1129153420468,-0.9215379945209714,-1.0611220093163614,1113.0152971029984,1.433086071022251,-0.0,492.95661273262976,-819.6394983565024,217.39869363165164,-1001.1129153420468,-0.9215379945209714,-1.0611220093163614,1113.0152971029984,1.433086071022251
profile_0036,44.5,44.5,-0.0027103238754338,-0.1090040662085273,1.967283947298339,0.6949701638089648,44.09799253137727,74.0,68.0,424.10792380349153,-320.6462238223351,-315.34225933931344,-935.1806350936404,0.6026195526242718,1.070954117126811,1150.3953980050487,0.0,-3.0404932757041103,424.10792380349153,-320.6462238223351,-315.34225933931344,-935.1806350936404,0.6026195526242718,1.070954117126811,1150.3953980050487,-3.0404932757041103
profile_0151,50.0,-8.5,0.0310113424226471,1.2472171511651728,1.77101482525851,0.6393641307086187,43.90172340933744,72.0,86.0,-172.58071358237328,-1815.2483272537072,341.4208748805572,943.2393796625014,0.5235646431824388,-0.6744563325675171,703.6576067366431,1.433086071022251,-0.0,-172.58071358237328,-1815.2483272537072,341.4208748805572,943.2393796625014,0.5235646431824388,-0.6744563325675171,703.6576067366431,1.433086071022251
profile_0039,51.75,14.25,-0.0002411400252165,-0.0096981927187662,1.7119229002798284,0.6226224878960476,43.84263148435876,70.0,88.0,492.95661273262976,-468.5978117120661,-67.24327355092795,265.67174002910156,0.2484554771333414,0.7093818994428628,-218.99268869932953,0.0,-3.0404932757041103,492.95661273262976,-468.5978117120661,-67.24327355092795,265.67174002910156,0.2484554771333414,0.7093818994428628,-218.99268869932953,-3.0404932757041103
profile_0184,36.75,23.25,0.0151704064362079,0.6101248646226788,1.161235184486486,0.4666042664147057,43.29194376856542,68.0,26.0,-80.78246167685562,-315.3988413757057,-225.2866609458484,-703.9957423651391,-0.5181564814770552,1.6994226294964807,1325.4436754000158,0.0,-0.0,-80.78246167685562,-315.3988413757057,-225.2866609458484,-703.9957423651391,-0.5181564814770552,1.6994226294964807,1325.4436754000158,0.0
profile_0225,43.75,-3.25,-0.0138443259316766,-0.5567924313943311,0.4857981347001896,0.2752426576334979,42.61650671877912,66.0,60.0,-287.32852846427033,-1068.6851886945783,-356.41897385117295,874.0458347736511,0.6376378074134332,-0.3556373316061642,838.5906538952634,0.0,-0.0,-287.32852846427033,-1068.6851886945783,-356.41897385117295,874.0458347736511,0.6376378074134332,-0.3556373316061642,838.5906538952634,0.0
profile_0171,41.5,41.5,-0.0248209053272201,-0.9982495568766004,0.3461840671635627,0.235687864806024,42.476892651242494,64.0,47.0,33.96535320504147,-1576.5744162827973,221.17680456303935,603.8854086848849,-0.1156144471438381,-1.148024620183209,719.1566729643223,0.0,-0.0,33.96535320504147,-1576.5744162827973,221.17680456303935,603.8854086848849,-0.1156144471438381,-1.148024620183209,719.1566729643223,0.0
profile_0142,54.0,-2.5,0.0390228781102441,1.569425863724672,0.2549317509178457,0.2098346930747473,42.38564033499678,62.0,90.0,148.71316808693854,-1831.89236845161,63.433845266277544,1107.511332145819,-0.7803856455934268,1.376150954595793,514.9336826701942,0.0,-3.0404932757041103,148.71316808693854,-1831.89236845161,63.433845266277544,1107.511332145819,-0.7803856455934268,1.376150954595793,514.9336826701942,-3.0404932757041103
profile_0136,42.5,24.0,0.0105170546809071,0.4229759163276416,-0.0495097969825644,0.1235817633539152,42.08119878709637,60.0,52.0,286.41054594521506,-843.0477434895133,-419.65453657266585,-310.2265445896332,-0.0563952203805232,-0.3213366484633224,1289.8869940541629,0.0,-3.0404932757041103,286.41054594521506,-843.0477434895133,-419.65453657266585,-310.2265445896332,-0.0563952203805232,-0.3213366484633224,1289.8869940541629,-3.0404932757041103
profile_0058,45.25,-6.25,-0.0224748444881818,-0.9038954564881976,-0.2709086075801679,0.0608561065490241,41.85979997649876,57.99999999999999,71.0,-264.378965487891,-1307.2771093147603,-121.54792826352592,568.9465455439096,-0.9069790351668472,0.9377135096709546,1123.9558144401838,0.0,-0.0,-264.378965487891,-1307.2771093147603,-121.54792826352592,568.9465455439096,-0.9069790351668472,0.9377135096709546,1123.9558144401838,0.0
profile_0067,41.25,10.75,-0.0341171827264281,-1.3721281351162202,-0.4671781921058482,0.0052499424193888,41.66353039197308,56.00000000000001,43.0,-287.32852846427033,-381.5650544136735,281.83596874577876,-463.802461294154,1.0445451310422855,0.7288906488211346,848.6194614543499,0.0,-0.0,-287.32852846427033,-381.5650544136735,281.83596874577876,-463.802461294154,1.0445451310422855,0.7288906488211346,848.6194614543499,0.0
profile_0045,43.25,-26.75,-0.0108771980652946,-0.4374601975872173,-0.5244063570368893,-0.0109636687709733,41.60630222704204,54.0,54.0,148.71316808693854,1608.8326998734512,115.85399645406277,-604.3333194369009,0.6438499498726064,-1.473824508252841,-1270.1940628472307,1.433086071022251,-0.0,148.71316808693854,1608.8326998734512,115.85399645406277,-604.3333194369009,0.6438499498726064,-1.473824508252841,-1270.1940628472307,1.433086071022251
profile_0029,41.5,41.5,0.0110566108213566,0.4446758370603094,-0.8639414398084306,-0.107159131689953,41.2667671442705,52.0,47.0,286.41054594521506,55.812471547962026,-372.3871824623878,480.96081839124554,-1.1147859937238986,0.3265274097098899,-447.8318430021252,0.0,-3.0404932757041103,286.41054594521506,55.812471547962026,-372.3871824623878,480.96081839124554,-1.1147859937238986,0.3265274097098899,-447.8318430021252,-3.0404932757041103
profile_0052,31.0,31.0,-0.0154254065093814,-0.620380482082764,-0.944447810884185,-0.1299678134036191,41.186260773194746,50.0,14.000000000000002,194.6122940396974,814.5921723656503,-59.63242839757812,442.03089712385344,-0.7205907762856323,-1.2870386099502376,-1390.5397535562713,0.0,-0.0,194.6122940396974,814.5921723656503,-59.63242839757812,442.03089712385344,-0.7205907762856323,-1.2870386099502376,-1390.5397535562713,0.0
profile_0024,40.25,4.75,0.0066370063703672,0.2669277603238942,-1.4930636235314636,-0.285399033151202,40.63764496054747,48.0,40.0,-562.7232841808234,-1382.5032561082369,-182.4711050173743,-216.6077239671119,0.4557347633579534,-1.0765931645293043,2342.0000779801635,1.433086071022251,-0.0,-562.7232841808234,-1382.5032561082369,-182.4711050173743,-216.6077239671119,0.4557347633579534,-1.0765931645293043,2342.0000779801635,1.433086071022251
profile_0245,34.25,34.25,-0.0247802971242852,-0.996616372266653,-1.5795476069219228,-0.3099012635228432,40.55116097715701,46.0,22.0,355.2592348743533,1250.0019299098,391.3101469384007,485.0659067498456,0.0680874798631397,0.7002878789396452,-2480.94464816242,0.0,-3.0404932757041103,355.2592348743533,1250.0019299098,391.3101469384007,485.0659067498456,0.0680874798631397,0.7002878789396452,-2480.94464816242,-3.0404932757041103
profile_0135,31.5,13.0,-0.0060072579146825,-0.2416004763854818,-1.9183366501726709,-0.4058853620771371,40.21237193390626,44.0,18.0,-149.63115060599387,1612.604256006966,214.4854514676899,1144.8220241162078,-0.6712054429905068,-0.3015637574106832,-2824.6592345056633,1.433086071022251,-0.0,-149.63115060599387,1612.604256006966,214.4854514676899,1144.8220241162078,-0.6712054429905068,-0.3015637574106832,-2824.6592345056633,1.433086071022251
profile_0104,28.5,10.0,-0.0115727777249352,-0.465435087215726,-1.9202209418997085,-0.406419210636989,40.210487642179224,42.0,6.0,-562.7232841808234,1115.988701643928,49.0952314905287,587.2369947861173,0.5843189167310319,0.9868815956281852,-1194.5221512650317,1.433086071022251,-0.0,-562.7232841808234,1115.988701643928,49.0952314905287,587.2369947861173,0.5843189167310319,0.9868815956281852,-1194.5221512650317,1.433086071022251
profile_0159,23.75,4.75,-0.0289862279023508,-1.165770900681587,-2.1109830502332443,-0.4604650228362905,40.01972553384569,40.0,2.0,-562.7232841808234,-1293.7077062691794,-74.86322258604022,-482.8455100687716,0.175180978242322,0.5635379606671935,2411.2900211156716,0.0,-0.0,-562.7232841808234,-1293.7077062691794,-74.86322258604022,-482.8455100687716,0.175180978242322,0.5635379606671935,2411.2900211156716,0.0
profile_0162,32.5,25.5,-0.034865544378194,-1.4022258159787908,-2.2997776515821067,-0.513953410325185,39.83093093249683,38.0,20.0,56.91491618142088,-1374.3452162107426,133.67939694480324,-322.86109431554706,0.5637157106598746,-0.996633706245826,1507.7856310197733,0.0,-3.0404932757041103,56.91491618142088,-1374.3452162107426,133.67939694480324,-322.86109431554706,0.5637157106598746,-0.996633706245826,1507.7856310197733,-3.0404932757041103
profile_0100,48.5,-0.5,0.01932513697521,0.7772202169002668,-2.3616167812075104,-0.5314733780771628,39.76909180287142,36.0,83.0,-562.7232841808234,508.1942316929289,123.27366009040266,-381.03931877548655,-0.3581758243238311,0.8826211033029137,307.97556304176953,1.433086071022251,-0.0,-562.7232841808234,508.1942316929289,123.27366009040266,-381.03931877548655,-0.3581758243238311,0.8826211033029137,307.97556304176953,1.433086071022251
profile_0152,47.75,20.75,-0.0226766955165291,-0.9120135205534028,-2.767592224171184,-0.6464924074830446,39.36311635990775,34.0,80.0,470.0070497562504,1087.497054765745,304.85058184107584,-701.2362107463023,-0.4406126337144807,-0.5277822342438362,-1159.8771796972774,0.0,-3.0404932757041103,470.0070497562504,1087.497054765745,304.85058184107584,-701.2362107463023,-0.4406126337144807,-0.5277822342438362,-1159.8771796972774,-3.0404932757041103
profile_0132,35.5,7.5,0.0244469789248586,0.9832109488749616,-2.8003714900619,-0.6557792730132951,39.33033709401703,32.0,24.0,-470.92503227530574,260.62436766796696,330.232204194592,359.63265134817277,0.6699217601163178,-1.0790459086484292,-483.388524347978,1.433086071022251,-0.0,-470.92503227530574,260.62436766796696,330.232204194592,359.63265134817277,0.6699217601163178,-1.0790459086484292,-483.388524347978,1.433086071022251
profile_0201,44.0,4.5,-0.0096045277955602,-0.3862758223171056,-3.2647909470946814,-0.7873563821979431,38.86591763698425,30.0,65.0,-241.4294025115115,733.954662424087,-247.9553265341751,-298.4130125354393,0.1384357958197223,-1.3452629818857764,51.785115396010255,0.0,-0.0,-241.4294025115115,733.954662424087,-247.9553265341751,-298.4130125354393,0.1384357958197223,-1.3452629818857764,51.785115396010255,0.0
profile_0035,43.5,43.5,-0.0117748005691508,-0.4735600613880424,-3.325603568604606,-0.8045855245584692,38.805105015474325,28.000000000000004,56.00000000000001,-57.8328987004762,1011.7379706925324,201.59435489215952,-488.38737935288185,-0.1425257360982485,-0.9178062837096364,-669.3773190801304,0.0,-0.0,-57.8328987004762,1011.7379706925324,201.59435489215952,-488.38737935288185,-0.1425257360982485,-0.9178062837096364,-669.3773190801304,0.0
profile_0088,29.0,-16.5,-0.0357038573488363,-1.435941167632378,-3.408746680426958,-0.8281412351053441,38.72196190365197,26.0,8.0,-562.7232841808234,1374.0123353867846,-238.85144477179492,-360.6735193075423,1.1069783620122768,-0.0222528040296989,-216.2575593650335,0.0,-0.0,-562.7232841808234,1374.0123353867846,-238.85144477179492,-360.6735193075423,1.1069783620122768,-0.0222528040296989,-216.2575593650335,0.0
profile_0154,41.25,12.75,-0.0386874379667012,-1.5559350997804942,-3.4835333088975653,-0.8493294265792733,38.64717527518137,24.0,43.0,56.91491618142088,628.3920858610342,351.3076904745021,-846.8756232908627,-0.900119294845135,1.4476956138244268,-190.7296855782672,0.0,-3.0404932757041103,56.91491618142088,628.3920858610342,351.3076904745021,-846.8756232908627,-0.900119294845135,1.4476956138244268,-190.7296855782672,-3.0404932757041103
profile_0106,45.75,27.25,0.0285533448830409,1.1483611697910878,-3.6330501199643095,-0.8916898175507497,38.49765846411462,22.0,74.0,-562.7232841808234,957.5013536855736,-423.2596737505684,-680.1634238388212,-0.1691012335683792,0.6117626835016838,704.5693165147418,0.0,-0.0,-562.7232841808234,957.5013536855736,-423.2596737505684,-680.1634238388212,-0.1691012335683792,0.6117626835016838,704.5693165147418,0.0
profile_0096,38.75,38.75,-0.0014346890804679,-0.0577004633776293,-3.862603780445903,-0.9567258675946012,38.26810480363303,20.0,35.0,-287.32852846427033,367.99073194704874,138.45893487005276,-439.6508581177228,-0.7912029284084348,-1.6910621681575055,217.71629500998944,1.433086071022251,-0.0,-287.32852846427033,367.99073194704874,138.45893487005276,-439.6508581177228,-0.7912029284084348,-1.6910621681575055,217.71629500998944,1.433086071022251
profile_0111,37.25,37.25,-0.0043862454515608,-0.1764064412900707,-3.8766225268519743,-0.9606975920746402,38.25408605722696,18.0,31.0,-126.68158762961444,-243.32932308527953,389.84442197465745,-718.6600302239164,-0.9722904788592356,-1.353451373791163,697.2756382899513,0.0,-0.0,-126.68158762961444,-243.32932308527953,389.84442197465745,-718.6600302239164,-0.9722904788592356,-1.353451373791163,697.2756382899513,0.0
profile_0221,31.25,31.25,-0.0127507397315247,-0.5128104764528741,-4.093070881495267,-1.0220207092706703,38.037637702583666,16.0,16.0,-57.8328987004762,-1166.9506240427872,382.6887709094266,-23.235256230605824,-0.55931492340733,-0.1934920780695405,865.0302374601283,0.0,-3.0404932757041103,-57.8328987004762,-1166.9506240427872,382.6887709094266,-23.235256230605824,-0.55931492340733,-0.1934920780695405,865.0302374601283,-3.0404932757041103
profile_0079,56.0,3.0,0.034996193391556,1.4074802705595444,-4.338825286272822,-1.091646677046913,37.79188329780611,14.000000000000002,96.0,-562.7232841808234,868.1728665667804,-79.70648768362646,500.9161090233298,-0.8476638679794527,0.3115090687958622,-730.4618742127495,0.0,-0.0,-562.7232841808234,868.1728665667804,-79.70648768362646,500.9161090233298,-0.8476638679794527,0.3115090687958622,-730.4618742127495,0.0
profile_0046,43.75,43.75,-0.0171685135722841,-0.6904849295310508,-4.571929559378448,-1.1576886697527913,37.558779024700485,12.0,60.0,-149.63115060599387,2007.223814063645,-162.06020210611788,-388.9074047961371,0.4345798998483366,0.8065105665602166,-1309.3975833054792,0.0,-3.0404932757041103,-149.63115060599387,2007.223814063645,-162.06020210611788,-388.9074047961371,0.4345798998483366,0.8065105665602166,-1309.3975833054792,-3.0404932757041103
profile_0138,38.75,38.75,0.0220453747283435,0.8866230003952984,-4.660544041360625,-1.1827945028408458,37.47016454271831,10.0,35.0,-287.32852846427033,-688.6599130675879,-38.575149881192736,757.5525495751524,0.2147324180692585,-0.8318470359655291,256.00810569013834,0.0,-3.0404932757041103,-287.32852846427033,-688.6599130675879,-38.575149881192736,757.5525495751524,0.2147324180692585,-0.8318470359655291,256.00810569013834,-3.0404932757041103
profile_0097,25.25,17.75,-0.0075797545362245,-0.3048432966996426,-4.979116679307852,-1.273050985707077,37.15159190477108,8.0,4.0,-447.9754692989262,-541.7332045619637,229.2155321592211,-719.0249269669031,0.5272343644034948,1.1764221142491906,1475.8757887863158,0.0,-3.0404932757041103,-447.9754692989262,-541.7332045619637,229.2155321592211,-719.0249269669031,0.5272343644034948,1.1764221142491906,1475.8757887863158,-3.0404932757041103
profile_0241,37.0,37.0,-0.0423496039999772,-1.703220445408766,-5.386306791835894,-1.3884141495101594,36.74440179224304,6.0,28.000000000000004,11.015790228662048,1386.146907294615,36.08578445208735,609.7921747119818,-0.823846657701619,-0.3269590926748554,-2044.2356644531017,0.0,-3.0404932757041103,11.015790228662048,1386.146907294615,36.08578445208735,609.7921747119818,-0.823846657701619,-0.3269590926748554,-2044.2356644531017,-3.0404932757041103
profile_0051,30.0,-2.5,-0.0068554293017781,-0.2757123147798315,-6.615483314046658,-1.7366585889301809,35.515225270032275,4.0,12.0,-356.1772173934086,-1181.5449064724753,-169.40703468835866,-719.3214055705797,-0.8503741849597096,-1.239719515713578,2424.965667787153,0.0,-3.0404932757041103,-356.1772173934086,-1181.5449064724753,-169.40703468835866,-719.3214055705797,-0.8503741849597096,-1.239719515713578,2424.965667787153,-3.0404932757041103
profile_0071,43.75,22.25,0.0015412208335711,0.061984967666516,-6.65183225350407,-1.746956797377973,35.47887633057486,2.0,60.0,-356.1772173934086,1724.2751136992988,135.90984797658632,210.23024114156223,1.0857755282906203,-1.0915360363935125,-1717.8435638937356,0.0,-3.0404932757041103,-356.1772173934086,1724.2751136992988,135.90984797658632,210.23024114156223,1.0857755282906203,-1.0915360363935125,-1717.8435638937356,-3.0404932757041103
