lhs,op,rhs,estimate,std_error,z_value,p_value
abs_delta_indicator__alliance_commitment_support,~~,Abs Delta Indicator Conscription Support,-44.05807942217999,38.80639806545692,-1.1353302965109937,0.25623695277689906
abs_delta_indicator__alliance_commitment_support,~~,Abs Delta Indicator Defense Spending Increase Support,-10.334834452289437,29.367529962298036,-0.3519136429095985,0.7249030273083417
abs_delta_indicator__alliance_commitment_support,~~,Abs Delta Indicator Strategic Autonomy Support,13.203366672817555,32.11762686070127,0.4110940926638829,0.681003541436825
abs_delta_indicator__alliance_commitment_support,~~,Abs Delta Indicator Alliance Commitment Support,217.32492989760664,43.46498597952132,4.999999999999885,5.733031438470704e-07
abs_delta_indicator__conscription_support,~~,Abs Delta Indicator Defense Spending Increase Support,-31.206085938811988,36.819560888066526,-0.8475409588310774,0.3966936672209451
abs_delta_indicator__conscription_support,~~,Abs Delta Indicator Strategic Autonomy Support,-26.707802866803434,40.13721016398946,-0.6654125375850022,0.5057866680050025
abs_delta_indicator__conscription_support,~~,Abs Delta Indicator Conscription Support,337.5393343641044,67.50786687282087,4.999999999999927,5.733031438470704e-07
abs_delta_indicator__defense_spending_increase_support,~~,Abs Delta Indicator Strategic Autonomy Support,15.405438702486896,30.67684088584875,0.5021846532311264,0.6155376372142165
abs_delta_indicator__defense_spending_increase_support,~~,Abs Delta Indicator Defense Spending Increase Support,197.93303060736957,39.58660612147391,4.999999999999874,5.733031438470704e-07
abs_delta_indicator__strategic_autonomy_support,~~,Abs Delta Indicator Strategic Autonomy Support,236.5249531698167,47.304990633963335,4.999999999999895,5.733031438470704e-07
