profile_id,mean_baseline_score,mean_post_score,mean_signed_delta_score,mean_abs_delta_score,mean_baseline_abs_score,mean_exposure_quality_score,mean_attack_realism_score,mean_attack_coherence_score,mean_post_plausibility_score,mean_post_consistency_score,n_attacked_opinion_leaves,profile_cont_age_years,profile_cont_big_five_agreeableness_altruism_pct,profile_cont_big_five_agreeableness_compliance_pct,profile_cont_big_five_agreeableness_modesty_pct,profile_cont_big_five_agreeableness_straightforwardness_pct,profile_cont_big_five_agreeableness_tender_mindedness_pct,profile_cont_big_five_agreeableness_trust_pct,profile_cont_big_five_agreeableness_mean_pct,profile_cont_big_five_conscientiousness_achievement_striving_pct,profile_cont_big_five_conscientiousness_competence_pct,profile_cont_big_five_conscientiousness_deliberation_pct,profile_cont_big_five_conscientiousness_dutifulness_pct,profile_cont_big_five_conscientiousness_order_pct,profile_cont_big_five_conscientiousness_self_discipline_pct,profile_cont_big_five_conscientiousness_mean_pct,profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_extraversion_gregariousness_pct,profile_cont_big_five_extraversion_positive_emotions_pct,profile_cont_big_five_extraversion_warmth_pct,profile_cont_big_five_extraversion_mean_pct,profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,profile_cont_big_five_openness_to_experience_feelings_pct,profile_cont_big_five_openness_to_experience_ideas_pct,profile_cont_big_five_openness_to_experience_values_pct,profile_cont_big_five_openness_to_experience_mean_pct,profile_cont_heuristic_shift_sensitivity_proxy,profile_cont_resilience_index,profile_cat__profile_cat_sex_Female,profile_cat__profile_cat_sex_Male,profile_cat__profile_cat_sex_Other,abs_delta_indicator__alliance_commitment_support,abs_delta_indicator__conscription_support,abs_delta_indicator__defense_spending_increase_support,abs_delta_indicator__strategic_autonomy_support,signed_delta_indicator__alliance_commitment_support,signed_delta_indicator__conscription_support,signed_delta_indicator__defense_spending_increase_support,signed_delta_indicator__strategic_autonomy_support,mean_baseline_abs_score_z,mean_exposure_quality_score_z,mean_abs_delta_score_z,mean_signed_delta_score_z,abs_delta_indicator__alliance_commitment_support_z,abs_delta_indicator__conscription_support_z,abs_delta_indicator__defense_spending_increase_support_z,abs_delta_indicator__strategic_autonomy_support_z,profile_cont_age_years_z,profile_cont_big_five_neuroticism_mean_pct_z,profile_cont_big_five_openness_to_experience_mean_pct_z,profile_cont_big_five_conscientiousness_mean_pct_z,profile_cont_big_five_extraversion_mean_pct_z,profile_cont_big_five_agreeableness_mean_pct_z,profile_cont_resilience_index_z
profile_0051,261.0,258.5,-2.5,30.0,261.0,0.6783333333333333,0.65,0.75,0.8,0.8,4,27.0,9.528,11.038,15.452,27.117,18.998,14.273,16.068,16.7,8.3,23.678,21.764,22.192,0.361,15.499,77.69,70.828,90.981,87.331,96.894,96.718,86.74,74.565,89.761,91.653,69.584,73.785,82.236,80.264,45.022,22.458,33.772,29.931,40.116,21.721,32.17,0.7728,0.2272,0.0,0.0,1.0,28.0,37.0,19.0,36.0,-28.0,-37.0,19.0,36.0,-0.8140356389808244,-0.8634096108780587,-1.3675394595395098,-1.2535541093596252,-0.818187806994156,-0.3268020672622547,-1.0720195419015972,-0.4973241309155833,-0.9455514901135685,1.0800707815488664,-0.6809475548439519,-1.162165388286884,1.3267152409654317,-1.307334584857322,-1.8516055911746097
profile_0052,551.5,582.5,31.0,31.0,551.5,0.7416666666666666,0.75,0.8,0.8375,0.8375,4,51.0,19.312,20.995,1.254,15.168,16.199,15.956,14.814,75.711,61.008,62.189,81.228,49.792,68.603,66.422,78.36,80.203,88.988,80.788,69.86,89.774,81.329,19.677,22.501,35.412,50.617,27.324,33.898,31.572,57.173,39.736,52.191,40.821,34.406,41.039,44.228,0.3543,0.6457,0.0,1.0,0.0,29.0,35.0,31.0,29.0,29.0,35.0,31.0,29.0,1.4632886399476188,1.3341500149334709,-1.250103696590647,0.4573467936164367,-0.7536619547075507,-0.4165828549716653,-0.3517376548456528,-0.8947292583595426,0.5166415358352485,-0.7446328949758395,-0.2396981706305037,0.7141633840067024,1.1242330521152355,-1.3572344917601349,1.0617598494847427
profile_0058,507.25,501.0,-6.25,45.25,507.25,0.715,0.7,0.8,0.8250000000000001,0.8375,4,31.0,72.229,70.342,67.334,77.106,79.752,75.867,73.772,56.765,79.625,74.206,68.294,82.315,70.719,71.987,96.861,84.493,87.645,100.0,81.45,84.15,89.1,91.012,82.88,78.905,89.108,73.428,84.652,83.331,42.209,35.685,28.144,39.778,38.176,40.57,37.427,0.6301,0.3699,0.0,1.0,0.0,81.0,22.0,35.0,43.0,-81.0,-22.0,35.0,43.0,1.1163984528819266,0.4088617514338798,0.4233559254306507,-1.445072867155453,2.601682364195929,-1.0001579750828342,-0.1116436924936713,-0.0999190034716239,-0.7018526524554324,1.1950047784251763,-0.48857336237338495,0.9192135502933275,1.4150275613658128,0.9888569844568053,-0.8582071482066538
profile_0067,271.0,281.75,10.75,41.25,271.0,0.7091666666666667,0.7,0.8,0.625,0.625,4,30.0,68.237,65.184,63.122,69.817,71.469,71.599,68.238,37.367,39.865,18.398,24.059,22.721,17.812,26.703,8.003,0.0,4.656,16.926,8.664,8.164,7.736,67.331,56.239,51.161,54.785,69.467,65.519,60.75,90.926,73.69,82.77,92.538,83.328,67.165,81.736,0.5999,0.4001,0.0,1.0,0.0,36.0,25.0,71.0,33.0,-36.0,-25.0,71.0,33.0,-0.7356423763671086,0.206454943793347,-0.0463871263648012,-0.5768544984810335,-0.3019809887013131,-0.8654867935187184,2.049201968674162,-0.6676406141058516,-0.7627773618699664,0.3487952631125092,1.132866259878537,-0.7493384227746924,-1.6296519458615666,0.7686447956209466,-0.647971458104115
profile_0071,274.75,297.0,22.25,43.75,486.25,0.6925,0.6749999999999999,0.775,0.8,0.75,4,27.0,8.756,29.913,24.355,15.544,24.18,17.224,19.995,55.041,59.231,42.119,53.54,55.933,71.682,56.258,0.0,15.655,18.928,0.0,0.0,1.516,6.017,7.122,7.493,19.046,9.207,9.121,4.302,9.382,62.796,59.431,60.043,76.314,72.894,62.766,65.707,0.3184,0.6816,0.0,0.0,1.0,43.0,36.0,33.0,63.0,-43.0,36.0,33.0,63.0,0.9517726013931234,-0.3718502208939002,0.2472022810073562,0.0104696920928385,0.1496999773049245,-0.3716924611169599,-0.231690673669662,1.0355242177968311,-0.9455514901135685,-1.5761899183489445,0.5463024533138195,0.33965666520396093,-1.69397774194981,-1.1510690869248288,1.3116757857324621
profile_0079,498.75,501.75,3.0,56.0,498.75,0.6566666666666667,0.6499999999999999,0.7,0.8,0.8,4,18.0,72.748,50.13,54.086,54.173,54.099,57.826,57.177,65.5,74.477,80.65,65.395,68.924,59.079,69.004,91.205,81.194,88.424,81.87,93.238,83.83,86.627,18.529,26.593,32.454,33.004,25.151,45.858,30.265,41.408,34.233,44.274,35.035,48.16,49.029,42.023,0.4267,0.5733,0.0,1.0,0.0,36.0,70.0,48.0,70.0,-36.0,70.0,48.0,-70.0,1.049764179660268,-1.615206324971476,1.685790377130928,-0.9726599312590776,-0.3019809887013131,1.1545809299430203,0.6686616851502684,1.4329293452407907,-1.493873874844375,-0.7936119409221507,-0.32038774536849113,0.8093007657411261,1.3224867273191423,0.3284989660738864,0.5577511089740208
profile_0083,135.5,154.5,19.0,39.0,306.5,0.7233333333333334,0.725,0.8250000000000001,0.8,0.8,4,51.0,87.058,78.563,69.823,91.125,68.24,86.864,80.279,65.33,62.043,57.49,54.593,54.109,80.672,62.373,64.031,36.225,55.805,53.302,50.941,48.105,51.401,39.891,39.593,50.248,36.047,45.498,41.719,42.166,8.687,17.531,27.817,35.692,9.361,18.833,19.653,0.4367,0.5633,1.0,0.0,0.0,40.0,55.0,28.0,33.0,-40.0,55.0,28.0,33.0,-0.4573462940884176,0.6980143337775054,-0.3106175929997429,-0.1555132313302122,-0.0438775795548916,0.4812250221224408,-0.5318081266096388,-0.6676406141058516,0.5166415358352485,-0.34762905966197416,-1.138993544411022,0.5649723465773143,0.004313083919215466,1.2477873626199656,0.4881366420526503
profile_0085,114.75,161.25,46.5,46.5,326.25,0.7116666666666667,0.7,0.8,0.8,0.8,4,58.0,34.352,31.097,32.107,33.556,21.061,31.868,30.673,42.683,43.545,53.914,64.861,57.733,43.671,51.068,69.083,73.706,58.335,70.709,62.729,66.205,66.794,64.039,77.34,74.392,54.495,57.407,61.181,64.809,33.64,13.847,16.422,19.913,17.385,26.351,21.26,0.5477,0.4523,1.0,0.0,0.0,29.0,36.0,26.0,95.0,29.0,36.0,26.0,95.0,-0.3025196004263289,0.293200718496432,0.5701506291167294,1.248957659172525,-0.7536619547075507,-0.3716924611169599,-0.6518551077856296,2.8522333718263595,0.9431145017369867,0.500903868694818,-1.0801871287176223,0.14842389556737778,0.5803264516832269,-0.7261638190554223,-0.2845839407745617
profile_0088,84.0,67.5,-16.5,29.0,84.0,0.7066666666666667,0.7,0.8,0.675,0.625,4,18.0,49.698,43.858,41.267,65.717,48.404,41.045,48.332,28.201,32.959,36.585,17.401,31.604,40.602,31.225,0.152,10.59,1.826,8.621,1.404,8.205,5.133,30.983,29.809,16.308,9.045,18.01,3.399,17.926,30.496,28.01,26.298,10.073,37.399,14.977,24.542,0.4831,0.5169,0.0,1.0,0.0,65.0,12.0,14.0,25.0,-65.0,-12.0,-14.0,25.0,-2.2015963872435935,0.1197091690902581,-1.484975222488373,-1.9685574717973824,1.5692687276102426,-1.4490619136298877,-1.3721369948415738,-1.1218179026132338,-1.493873874844375,-1.2560086111069524,-0.9600859113525091,-0.5827190423707177,-1.7270574416252071,-0.023466485724662246,0.16512551553749155
profile_0089,465.5,489.25,23.75,45.25,465.5,0.74,0.75,0.8500000000000001,0.8,0.75,4,68.0,61.875,61.589,70.271,56.207,75.631,73.893,66.578,91.199,84.886,100.0,100.0,87.133,87.113,91.722,58.204,43.976,45.353,68.91,43.51,51.489,51.907,23.099,13.305,29.455,24.547,23.901,14.345,21.442,68.969,63.255,59.043,73.959,64.17,61.257,65.109,0.1821,0.8179,0.0,1.0,0.0,43.0,57.0,38.0,43.0,-43.0,57.0,38.0,43.0,0.7891065814696632,1.2763194984647488,0.4233559254306507,0.0870771952111696,0.1496999773049245,0.5710058098318515,0.0684267792703147,-0.0999190034716239,1.5523615958823271,-1.1242486068627053,0.5244192942692315,1.646377077996211,0.02324784414065287,0.7025890974880364,2.2605209698707407
profile_0096,260.0,298.75,38.75,38.75,471.5,0.7008333333333333,0.6749999999999999,0.775,0.8250000000000001,0.825,4,30.0,9.057,3.865,0.0,6.19,2.643,2.887,4.107,18.991,39.85,42.097,21.707,8.917,35.01,27.762,82.152,87.239,76.971,90.397,85.934,82.948,84.273,51.517,49.813,34.517,45.993,36.312,36.643,42.466,62.067,61.418,66.162,73.254,76.874,56.147,65.987,0.5307,0.4693,1.0,0.0,0.0,29.0,36.0,33.0,57.0,29.0,36.0,33.0,57.0,0.8361425390378926,-0.0826976385502785,-0.3399765337369587,0.853152226394481,-0.7536619547075507,-0.3716924611169599,-0.231690673669662,0.6948912514162947,-0.7627773618699664,-0.33638673848072426,0.5565487485186433,-0.7103180946349734,1.2343989297672366,-1.7832937447174058,-0.16623934700823187
profile_0097,-26.25,-8.5,17.75,25.25,217.25,0.7066666666666667,0.7,0.8,0.8,0.775,4,23.0,85.234,72.571,90.574,68.62,86.285,77.302,80.098,16.585,13.44,17.294,11.693,21.876,12.184,15.512,36.527,40.048,9.932,34.962,41.464,12.891,29.304,74.678,74.508,66.926,50.653,66.354,54.822,64.657,79.299,81.531,83.089,69.969,73.684,68.162,75.956,0.6687,0.3313,0.0,0.0,1.0,15.0,37.0,16.0,33.0,-15.0,37.0,16.0,33.0,-1.1570061629158308,0.1197091690902581,-1.925359333546609,-0.2193528172621549,-1.657023886720026,-0.3268020672622547,-1.2520900136655833,-0.6676406141058516,-1.1892503277717046,0.495207759296318,0.921353451721817,-1.1616863852030161,-0.8225671465414726,1.2405849039681243,-1.1269189905231438
profile_0100,133.0,132.5,-0.5,48.5,133.0,0.6233333333333333,0.6,0.65,0.4,0.35,4,18.0,84.111,65.772,72.825,73.98,59.514,77.672,72.312,33.441,35.132,23.886,28.24,29.998,31.292,30.332,56.831,75.725,61.268,71.287,73.357,58.847,66.219,49.649,34.317,28.654,40.595,41.232,39.827,39.046,79.086,57.136,61.488,50.423,68.014,69.767,64.319,0.5406,0.4594,1.0,0.0,0.0,73.0,70.0,26.0,25.0,-73.0,70.0,26.0,-25.0,-1.8174694004363865,-2.7718166543459706,0.8050221550144554,-1.151410771868517,2.0854755459030856,1.1545809299430203,-0.6518551077856296,-1.1218179026132338,-1.493873874844375,-0.46454919994697125,0.4955101042270504,-0.6156228695933513,0.5588096787043204,0.9307598041712333,-0.23515766926038872
profile_0104,-31.75,-21.75,10.0,28.5,179.75,0.6566666666666667,0.625,0.7250000000000001,0.8,0.8,4,18.0,70.786,91.374,63.236,69.706,73.618,81.731,75.075,74.973,71.312,78.661,66.836,65.977,78.973,72.789,19.328,30.122,37.531,15.528,19.567,39.469,26.924,29.149,19.696,26.15,18.191,27.808,24.324,24.22,53.74,51.633,56.983,62.405,65.787,46.479,56.171,0.3758,0.6242,1.0,0.0,0.0,37.0,36.0,15.0,26.0,-37.0,36.0,15.0,26.0,-1.4509808977172651,-1.615206324971476,-1.5436931039628043,-0.6151582500401991,-0.2374551364147077,-0.3716924611169599,-1.3121135042535783,-1.065045741549811,-1.493873874844375,-1.0201447127243328,0.19734291376667745,0.9487643559288845,-0.9116278764367721,1.040706728232216,0.9120887456037958
profile_0105,120.75,147.5,26.75,46.75,364.25,0.7066666666666667,0.725,0.775,0.6000000000000001,0.575,4,57.0,83.348,82.995,85.227,82.856,84.462,76.101,82.498,58.125,65.557,66.483,62.019,61.696,56.361,61.707,34.153,39.684,48.249,38.571,48.775,36.827,41.043,68.79,89.278,81.839,80.739,93.608,62.189,79.407,74.26,65.338,53.273,73.419,46.698,38.696,58.614,0.552,0.448,1.0,0.0,0.0,40.0,67.0,27.0,53.0,-40.0,67.0,27.0,53.0,-0.004625202494209,0.1197091690902581,0.5995095698539452,0.2402922014478319,-0.0438775795548916,1.0199097483789046,-0.5918316171976342,0.4678026071626037,0.8821897923224528,1.0479552173744298,0.2867418394287651,0.5404326501268396,-0.3832881934990679,1.3360871181361875,-0.3145181615507508
profile_0106,145.75,173.0,27.25,45.75,145.75,0.7066666666666667,0.7,0.8,0.6000000000000001,0.5249999999999999,4,18.0,41.604,81.791,65.279,72.907,66.029,63.194,65.134,16.239,22.531,25.086,2.329,23.082,14.03,17.216,71.254,60.355,47.72,65.579,42.381,62.725,58.336,31.938,26.942,25.849,30.709,18.642,34.437,28.086,0.0,5.781,0.0,14.096,0.0,5.841,4.286,0.5841,0.4159,0.0,1.0,0.0,37.0,75.0,33.0,38.0,-37.0,75.0,33.0,38.0,-1.7175179906038986,0.1197091690902581,0.4820738069050822,0.2658280358206089,-0.2374551364147077,1.379032899216547,-0.231690673669662,-0.3837798087887377,-1.493873874844375,-0.8752686671019614,-1.70133218159862,-1.0989001348252248,0.26382407628219984,0.6451285986302518,-0.5379806003683499
profile_0111,432.75,470.0,37.25,37.25,539.25,0.7258333333333333,0.725,0.8250000000000001,0.8250000000000001,0.875,4,37.0,33.724,5.826,18.336,0.0,13.944,6.494,13.054,12.649,3.193,17.231,15.965,30.589,13.542,15.528,92.595,96.3,99.298,87.171,90.459,85.118,91.823,53.905,45.337,54.783,61.872,63.276,65.098,57.378,100.0,80.227,89.232,100.0,92.142,100.0,93.6,0.5833,0.4167,0.0,1.0,0.0,18.0,33.0,38.0,60.0,18.0,33.0,38.0,60.0,1.367256893245817,0.7847601084805904,-0.5161301781602532,0.7765447232761498,-1.4634463298602098,-0.5063636426810759,0.0684267792703147,0.865207734606563,-0.3363043959682281,0.22243157303526223,1.5670164252714998,-1.1610968429459476,1.5169235140989645,-1.4272694488167141,-0.5324114430146402
