profile_id,component_type,component_name,component_key,ontology_group,contribution,susceptibility_index_pct
profile_0024,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,-0.018656477378327055,57.99999999999999
profile_0024,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,-0.2535486399065372,57.99999999999999
profile_0024,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,-0.34057360329024705,57.99999999999999
profile_0024,group,Composite: Resilience,composite__resilience,Composite: Resilience,0.5907209604956098,57.99999999999999
profile_0024,group,Demographics: Sex,demographics__sex,Demographics: Sex,1.5214673584754999,57.99999999999999
profile_0029,term,Age Years,profile_cont_age_years_z,Demographics: Age,1.1053908227742681,56.00000000000001
profile_0029,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,-0.04750827872768974,56.00000000000001
profile_0029,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,-0.06256253100114137,56.00000000000001
profile_0029,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,0.04142527544188747,56.00000000000001
profile_0029,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,0.6202126658341943,56.00000000000001
profile_0029,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,0.10329493086327413,56.00000000000001
profile_0029,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,-0.11295629702407517,56.00000000000001
profile_0029,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,0.0,56.00000000000001
profile_0029,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-1.4651324506655654,56.00000000000001
profile_0029,group,Demographics: Age,demographics__age,Demographics: Age,1.1053908227742681,56.00000000000001
profile_0029,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,-0.04750827872768974,56.00000000000001
profile_0029,group,Personality: Openness,personality__openness,Personality: Openness,-0.06256253100114137,56.00000000000001
profile_0029,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,0.04142527544188747,56.00000000000001
profile_0029,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,0.6202126658341943,56.00000000000001
profile_0029,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,0.10329493086327413,56.00000000000001
profile_0029,group,Composite: Resilience,composite__resilience,Composite: Resilience,-0.11295629702407517,56.00000000000001
profile_0029,group,Demographics: Sex,demographics__sex,Demographics: Sex,-1.4651324506655654,56.00000000000001
profile_0035,term,Age Years,profile_cont_age_years_z,Demographics: Age,-0.22320391613711216,24.0
profile_0035,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,-0.8612041032754287,24.0
profile_0035,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,0.03386865518355939,24.0
profile_0035,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,-0.04206492699282002,24.0
profile_0035,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,0.07929438226990217,24.0
profile_0035,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,-0.29034235351297677,24.0
profile_0035,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,-0.168836549827109,24.0
profile_0035,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,0.0,24.0
profile_0035,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-0.0,24.0
profile_0035,group,Demographics: Age,demographics__age,Demographics: Age,-0.22320391613711216,24.0
profile_0035,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,-0.8612041032754287,24.0
profile_0035,group,Personality: Openness,personality__openness,Personality: Openness,0.03386865518355939,24.0
profile_0035,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,-0.04206492699282002,24.0
profile_0035,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,0.07929438226990217,24.0
profile_0035,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,-0.29034235351297677,24.0
profile_0035,group,Composite: Resilience,composite__resilience,Composite: Resilience,-0.168836549827109,24.0
profile_0035,group,Demographics: Sex,demographics__sex,Demographics: Sex,0.0,24.0
profile_0036,term,Age Years,profile_cont_age_years_z,Demographics: Age,1.6368287183388202,64.0
profile_0036,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,0.27293810418773556,64.0
profile_0036,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,-0.05297875653353994,64.0
profile_0036,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,-0.08054734172786507,64.0
profile_0036,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,-0.3352681871866764,64.0
profile_0036,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,0.3387897254464459,64.0
profile_0036,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,0.29016338677723463,64.0
profile_0036,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,0.0,64.0
profile_0036,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-1.4651324506655654,64.0
profile_0036,group,Demographics: Age,demographics__age,Demographics: Age,1.6368287183388202,64.0
profile_0036,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,0.27293810418773556,64.0
profile_0036,group,Personality: Openness,personality__openness,Personality: Openness,-0.05297875653353994,64.0
profile_0036,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,-0.08054734172786507,64.0
profile_0036,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,-0.3352681871866764,64.0
profile_0036,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,0.3387897254464459,64.0
profile_0036,group,Composite: Resilience,composite__resilience,Composite: Resilience,0.29016338677723463,64.0
profile_0036,group,Demographics: Sex,demographics__sex,Demographics: Sex,-1.4651324506655654,64.0
profile_0039,term,Age Years,profile_cont_age_years_z,Demographics: Age,1.9025476661210963,68.0
profile_0039,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,0.39887635921787473,68.0
profile_0039,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,-0.011297137990438405,68.0
profile_0039,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,0.02288237333894094,68.0
profile_0039,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,-0.13822853415948233,68.0
profile_0039,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,0.22440858586331783,68.0
profile_0039,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,-0.055236365116414714,68.0
profile_0039,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,0.0,68.0
profile_0039,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-1.4651324506655654,68.0
profile_0039,group,Demographics: Age,demographics__age,Demographics: Age,1.9025476661210963,68.0
profile_0039,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,0.39887635921787473,68.0
profile_0039,group,Personality: Openness,personality__openness,Personality: Openness,-0.011297137990438405,68.0
profile_0039,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,0.02288237333894094,68.0
profile_0039,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,-0.13822853415948233,68.0
profile_0039,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,0.22440858586331783,68.0
profile_0039,group,Composite: Resilience,composite__resilience,Composite: Resilience,-0.055236365116414714,68.0
profile_0039,group,Demographics: Sex,demographics__sex,Demographics: Sex,-1.4651324506655654,68.0
profile_0041,term,Age Years,profile_cont_age_years_z,Demographics: Age,2.9654234572502007,84.0
profile_0041,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,-1.3477535878654077,84.0
profile_0041,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,0.06076776810435518,84.0
profile_0041,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,-0.0420276054737569,84.0
profile_0041,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,-0.51853668201774,84.0
profile_0041,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,0.19072213461059523,84.0
profile_0041,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,-0.5604582392245023,84.0
profile_0041,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,1.5214673584754999,84.0
profile_0041,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-0.0,84.0
profile_0041,group,Demographics: Age,demographics__age,Demographics: Age,2.9654234572502007,84.0
profile_0041,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,-1.3477535878654077,84.0
profile_0041,group,Personality: Openness,personality__openness,Personality: Openness,0.06076776810435518,84.0
profile_0041,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,-0.0420276054737569,84.0
profile_0041,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,-0.51853668201774,84.0
profile_0041,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,0.19072213461059523,84.0
profile_0041,group,Composite: Resilience,composite__resilience,Composite: Resilience,-0.5604582392245023,84.0
profile_0041,group,Demographics: Sex,demographics__sex,Demographics: Sex,1.5214673584754999,84.0
profile_0045,term,Age Years,profile_cont_age_years_z,Demographics: Age,0.573952927209716,40.0
profile_0045,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,-1.3694586570338052,40.0
profile_0045,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,0.019463933202092703,40.0
profile_0045,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,-0.052051379777923845,40.0
profile_0045,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,-0.3582067733680218,40.0
profile_0045,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,-0.4662352873219304,40.0
profile_0045,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,-0.3203801160707273,40.0
profile_0045,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,1.5214673584754999,40.0
profile_0045,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-0.0,40.0
profile_0045,group,Demographics: Age,demographics__age,Demographics: Age,0.573952927209716,40.0
profile_0045,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,-1.3694586570338052,40.0
profile_0045,group,Personality: Openness,personality__openness,Personality: Openness,0.019463933202092703,40.0
profile_0045,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,-0.052051379777923845,40.0
profile_0045,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,-0.3582067733680218,40.0
profile_0045,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,-0.4662352873219304,40.0
profile_0045,group,Composite: Resilience,composite__resilience,Composite: Resilience,-0.3203801160707273,40.0
profile_0045,group,Demographics: Sex,demographics__sex,Demographics: Sex,1.5214673584754999,40.0
profile_0046,term,Age Years,profile_cont_age_years_z,Demographics: Age,-0.5774958465134803,4.0
profile_0046,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,-1.70857419108282,4.0
profile_0046,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,-0.027226759931081396,4.0
profile_0046,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,-0.0334966919321153,4.0
profile_0046,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,-0.2417791035412395,4.0
profile_0046,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,0.2551346402660492,4.0
profile_0046,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,-0.33026839125809565,4.0
profile_0046,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,0.0,4.0
profile_0046,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-1.4651324506655654,4.0
profile_0046,group,Demographics: Age,demographics__age,Demographics: Age,-0.5774958465134803,4.0
profile_0046,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,-1.70857419108282,4.0
profile_0046,group,Personality: Openness,personality__openness,Personality: Openness,-0.027226759931081396,4.0
profile_0046,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,-0.0334966919321153,4.0
profile_0046,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,-0.2417791035412395,4.0
profile_0046,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,0.2551346402660492,4.0
profile_0046,group,Composite: Resilience,composite__resilience,Composite: Resilience,-0.33026839125809565,4.0
profile_0046,group,Demographics: Sex,demographics__sex,Demographics: Sex,-1.4651324506655654,4.0
profile_0051,term,Age Years,profile_cont_age_years_z,Demographics: Age,-1.3746526898603084,28.000000000000004
profile_0051,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,1.0057459056931182,28.000000000000004
profile_0051,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,-0.028461057089612246,28.000000000000004
profile_0051,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,-0.06195533236299336,28.000000000000004
profile_0051,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,0.4731068054135126,28.000000000000004
profile_0051,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,-0.39217761773585996,28.000000000000004
profile_0051,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,0.6116473103107377,28.000000000000004
profile_0051,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,0.0,28.000000000000004
profile_0051,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-1.4651324506655654,28.000000000000004
profile_0051,group,Demographics: Age,demographics__age,Demographics: Age,-1.3746526898603084,28.000000000000004
profile_0051,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,1.0057459056931182,28.000000000000004
profile_0051,group,Personality: Openness,personality__openness,Personality: Openness,-0.028461057089612246,28.000000000000004
profile_0051,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,-0.06195533236299336,28.000000000000004
profile_0051,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,0.4731068054135126,28.000000000000004
profile_0051,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,-0.39217761773585996,28.000000000000004
profile_0051,group,Composite: Resilience,composite__resilience,Composite: Resilience,0.6116473103107377,28.000000000000004
profile_0051,group,Demographics: Sex,demographics__sex,Demographics: Sex,-1.4651324506655654,28.000000000000004
profile_0052,term,Age Years,profile_cont_age_years_z,Demographics: Age,0.7510988923979002,48.0
profile_0052,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,-0.6933911167306962,48.0
profile_0052,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,-0.010018485667598512,48.0
profile_0052,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,0.03807223159763642,48.0
profile_0052,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,0.4009016339025991,48.0
profile_0052,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,-0.4071467211628317,48.0
profile_0052,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,-0.3507348212970669,48.0
profile_0052,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,0.0,48.0
profile_0052,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-0.0,48.0
profile_0052,group,Demographics: Age,demographics__age,Demographics: Age,0.7510988923979002,48.0
profile_0052,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,-0.6933911167306962,48.0
profile_0052,group,Personality: Openness,personality__openness,Personality: Openness,-0.010018485667598512,48.0
profile_0052,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,0.03807223159763642,48.0
profile_0052,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,0.4009016339025991,48.0
profile_0052,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,-0.4071467211628317,48.0
profile_0052,group,Composite: Resilience,composite__resilience,Composite: Resilience,-0.3507348212970669,48.0
profile_0052,group,Demographics: Sex,demographics__sex,Demographics: Sex,0.0,48.0
profile_0058,term,Age Years,profile_cont_age_years_z,Demographics: Age,-1.0203607594839403,72.0
profile_0058,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,1.1127707403224998,72.0
profile_0058,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,-0.020420536442280503,72.0
profile_0058,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,0.049003508102180626,72.0
profile_0058,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,0.504598988885284,72.0
profile_0058,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,0.29663988158628896,72.0
profile_0058,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,0.28349455002296303,72.0
profile_0058,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,0.0,72.0
profile_0058,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-0.0,72.0
profile_0058,group,Demographics: Age,demographics__age,Demographics: Age,-1.0203607594839403,72.0
profile_0058,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,1.1127707403224998,72.0
profile_0058,group,Personality: Openness,personality__openness,Personality: Openness,-0.020420536442280503,72.0
profile_0058,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,0.049003508102180626,72.0
profile_0058,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,0.504598988885284,72.0
profile_0058,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,0.29663988158628896,72.0
profile_0058,group,Composite: Resilience,composite__resilience,Composite: Resilience,0.28349455002296303,72.0
profile_0058,group,Demographics: Sex,demographics__sex,Demographics: Sex,0.0,72.0
profile_0067,term,Age Years,profile_cont_age_years_z,Demographics: Age,-1.1089337420780323,30.0
profile_0067,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,0.3247929800466402,30.0
profile_0067,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,0.04734956615665851,30.0
profile_0067,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,-0.03994742185860643,30.0
profile_0067,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,-0.5811340687406553,30.0
profile_0067,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,0.2305800583288237,30.0
profile_0067,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,0.21404666382330784,30.0
profile_0067,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,0.0,30.0
profile_0067,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-0.0,30.0
profile_0067,group,Demographics: Age,demographics__age,Demographics: Age,-1.1089337420780323,30.0
profile_0067,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,0.3247929800466402,30.0
profile_0067,group,Personality: Openness,personality__openness,Personality: Openness,0.04734956615665851,30.0
profile_0067,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,-0.03994742185860643,30.0
profile_0067,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,-0.5811340687406553,30.0
profile_0067,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,0.2305800583288237,30.0
profile_0067,group,Composite: Resilience,composite__resilience,Composite: Resilience,0.21404666382330784,30.0
profile_0067,group,Demographics: Sex,demographics__sex,Demographics: Sex,0.0,30.0
profile_0071,term,Age Years,profile_cont_age_years_z,Demographics: Age,-1.3746526898603084,2.0
profile_0071,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,-1.4677246936547175,2.0
profile_0071,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,0.02283339620115525,2.0
profile_0071,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,0.018107183189336816,2.0
profile_0071,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,-0.6040726549220007,2.0
profile_0071,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,-0.34530068858297486,2.0
profile_0071,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,-0.4332904211171867,2.0
