moderator_column,moderator_label,role,effect_kind,effect_estimate,effect_std_error,effect_p_value,effect_conf_low,effect_conf_high,moderator_main_estimate,moderator_main_p_value,interaction_estimate,interaction_std_error,interaction_p_value,interaction_conf_low,interaction_conf_high
profile_cont_big_five_neuroticism_anxiety_pct,Big Five Neuroticism Anxiety %,exploratory,moderator_main_effect,-6.961368757398477,5.895470291604747,0.23768235682721894,-18.51627820086963,4.593540686072677,-6.961368757398477,0.23768235682721894,-6.961368757398477,5.895470291604747,0.23768235682721894,-18.51627820086963,4.593540686072677
profile_cont_big_five_conscientiousness_achievement_striving_pct,Big Five Conscientiousness Achievement Striving %,exploratory,moderator_main_effect,8.700646283978825,7.983896229157189,0.27581250245838074,-6.947502781474411,24.34879534943206,8.700646283978825,0.27581250245838074,8.700646283978825,7.983896229157189,0.27581250245838074,-6.947502781474411,24.34879534943206
profile_cont_big_five_extraversion_warmth_pct,Big Five Extraversion Warmth %,exploratory,moderator_main_effect,-15.452280722697392,14.419893839859313,0.283902148903725,-43.714753309712634,12.810191864317847,-15.452280722697392,0.283902148903725,-15.452280722697392,14.419893839859313,0.283902148903725,-43.714753309712634,12.810191864317847
profile_cont_big_five_extraversion_assertiveness_pct,Big Five Extraversion Assertiveness %,exploratory,moderator_main_effect,-13.079503539349261,12.325950371959152,0.28862832561856044,-37.237922343617285,11.07891526491876,-13.079503539349261,0.28862832561856044,-13.079503539349261,12.325950371959152,0.28862832561856044,-37.237922343617285,11.07891526491876
profile_cont_big_five_neuroticism_impulsiveness_pct,Big Five Neuroticism Impulsiveness %,exploratory,moderator_main_effect,-7.216709501465797,7.043101786025491,0.30552868109127984,-21.020935341525487,6.587516338593895,-7.216709501465797,0.30552868109127984,-7.216709501465797,7.043101786025491,0.30552868109127984,-21.020935341525487,6.587516338593895
profile_cont_big_five_neuroticism_mean_pct,Big Five Neuroticism Mean %,exploratory,moderator_main_effect,-7.2007186237074094,7.397461303632863,0.3303525381833171,-21.69947635585654,7.298039108441719,-7.2007186237074094,0.3303525381833171,-7.2007186237074094,7.397461303632863,0.3303525381833171,-21.69947635585654,7.298039108441719
profile_cont_big_five_openness_to_experience_values_pct,Big Five Openness To Experience Values %,exploratory,moderator_main_effect,5.3768737017727855,5.674096127693914,0.34332413184101496,-5.74415035332547,16.49789775687104,5.3768737017727855,0.34332413184101496,5.3768737017727855,5.674096127693914,0.34332413184101496,-5.74415035332547,16.49789775687104
profile_cat__profile_cat_sex_Male,Sex Male,exploratory,moderator_main_effect,-6.818905538457189,7.34329401236045,0.35310187795681525,-21.211497330572296,7.573686253657918,-6.818905538457189,0.35310187795681525,-6.818905538457189,7.34329401236045,0.35310187795681525,-21.211497330572296,7.573686253657918
profile_cont_big_five_openness_to_experience_feelings_pct,Big Five Openness To Experience Feelings %,exploratory,moderator_main_effect,6.584421291484401,7.369586911446096,0.371611597817879,-7.85970363588772,21.028546218856523,6.584421291484401,0.371611597817879,6.584421291484401,7.369586911446096,0.371611597817879,-7.85970363588772,21.028546218856523
profile_cont_big_five_extraversion_excitement_seeking_pct,Big Five Extraversion Excitement Seeking %,exploratory,moderator_main_effect,-12.204130385173933,14.4350603340177,0.39785930449487195,-40.49632875451135,16.088067984163484,-12.204130385173933,0.39785930449487195,-12.204130385173933,14.4350603340177,0.39785930449487195,-40.49632875451135,16.088067984163484
profile_cont_big_five_neuroticism_self_consciousness_pct,Big Five Neuroticism Self Consciousness %,exploratory,moderator_main_effect,-6.783559611806339,8.111901963543177,0.4030155513615159,-22.682595306470713,9.115476082858034,-6.783559611806339,0.4030155513615159,-6.783559611806339,8.111901963543177,0.4030155513615159,-22.682595306470713,9.115476082858034
profile_cont_big_five_neuroticism_stress_vulnerability_pct,Big Five Neuroticism Stress Vulnerability %,exploratory,moderator_main_effect,-5.865209805360341,7.366238472117902,0.42589917238020925,-20.302771912244786,8.572352301524102,-5.865209805360341,0.42589917238020925,-5.865209805360341,7.366238472117902,0.42589917238020925,-20.302771912244786,8.572352301524102
profile_cont_big_five_extraversion_mean_pct,Big Five Extraversion Mean %,exploratory,moderator_main_effect,-12.010791366676697,15.647084864594143,0.4427214812112108,-42.678514164323005,18.656931430969614,-12.010791366676697,0.4427214812112108,-12.010791366676697,15.647084864594143,0.4427214812112108,-42.678514164323005,18.656931430969614
profile_cont_big_five_extraversion_positive_emotions_pct,Big Five Extraversion Positive Emotions %,exploratory,moderator_main_effect,-9.98525064520919,13.425061455542929,0.45701145500413287,-36.2978875883102,16.327386297891827,-9.98525064520919,0.45701145500413287,-9.98525064520919,13.425061455542929,0.45701145500413287,-36.2978875883102,16.327386297891827
profile_cont_big_five_agreeableness_tender_mindedness_pct,Big Five Agreeableness Tender Mindedness %,exploratory,moderator_main_effect,-5.370929566243974,7.709002022876586,0.48598504903680095,-20.480295887828504,9.738436755340555,-5.370929566243974,0.48598504903680095,-5.370929566243974,7.709002022876586,0.48598504903680095,-20.480295887828504,9.738436755340555
profile_cont_big_five_extraversion_activity_level_pct,Big Five Extraversion Activity Level %,exploratory,moderator_main_effect,-10.87588244840695,16.515196803790595,0.5101925740779567,-43.245073381427524,21.493308484613628,-10.87588244840695,0.5101925740779567,-10.87588244840695,16.515196803790595,0.5101925740779567,-43.245073381427524,21.493308484613628
profile_cont_big_five_openness_to_experience_mean_pct,Big Five Openness To Experience Mean %,exploratory,moderator_main_effect,4.793346012933096,7.54934829985646,0.5254707613485056,-10.003104761534253,19.589796787400445,4.793346012933096,0.5254707613485056,4.793346012933096,7.54934829985646,0.5254707613485056,-10.003104761534253,19.589796787400445
profile_cont_big_five_openness_to_experience_aesthetics_pct,Big Five Openness To Experience Aesthetics %,exploratory,moderator_main_effect,4.938279535644768,8.310437844961909,0.5523608607674968,-11.349879336239237,21.22643840752877,4.938279535644768,0.5523608607674968,4.938279535644768,8.310437844961909,0.5523608607674968,-11.349879336239237,21.22643840752877
profile_cont_big_five_openness_to_experience_actions_pct,Big Five Openness To Experience Actions %,exploratory,moderator_main_effect,4.348787850219524,7.386698347680848,0.5560408719577266,-10.128874875896464,18.82645057633551,4.348787850219524,0.5560408719577266,4.348787850219524,7.386698347680848,0.5560408719577266,-10.128874875896464,18.82645057633551
profile_cont_big_five_openness_to_experience_ideas_pct,Big Five Openness To Experience Ideas %,exploratory,moderator_main_effect,4.127151012229404,7.744222393086143,0.5940800196304994,-11.051245966488025,19.305547990946835,4.127151012229404,0.5940800196304994,4.127151012229404,7.744222393086143,0.5940800196304994,-11.051245966488025,19.305547990946835
profile_cont_big_five_agreeableness_modesty_pct,Big Five Agreeableness Modesty %,exploratory,moderator_main_effect,2.996718168778348,5.829523277321788,0.6072108298812016,-8.428937501810257,14.422373839366955,2.996718168778348,0.6072108298812016,2.996718168778348,5.829523277321788,0.6072108298812016,-8.428937501810257,14.422373839366955
profile_cont_big_five_agreeableness_compliance_pct,Big Five Agreeableness Compliance %,exploratory,moderator_main_effect,-3.7064809450851026,7.348941141273809,0.6140113859845935,-18.11014090648645,10.697179016316243,-3.7064809450851026,0.6140113859845935,-3.7064809450851026,7.348941141273809,0.6140113859845935,-18.11014090648645,10.697179016316243
profile_cat__profile_cat_sex_Female,Sex Female,exploratory,moderator_main_effect,-3.5706363616158128,7.50409461437276,0.6341990061948222,-18.27839154236741,11.137118819135782,-3.5706363616158128,0.6341990061948222,-3.5706363616158128,7.50409461437276,0.6341990061948222,-18.27839154236741,11.137118819135782
profile_cont_big_five_neuroticism_depression_pct,Big Five Neuroticism Depression %,exploratory,moderator_main_effect,-3.852110850051158,8.215486899990102,0.6391525107963828,-19.954169289492377,12.249947589390061,-3.852110850051158,0.6391525107963828,-3.852110850051158,8.215486899990102,0.6391525107963828,-19.954169289492377,12.249947589390061
profile_cont_big_five_agreeableness_straightforwardness_pct,Big Five Agreeableness Straightforwardness %,exploratory,moderator_main_effect,-3.7375994995213744,8.027074592885688,0.6414845789363869,-19.470376602793838,11.99517760375109,-3.7375994995213744,0.6414845789363869,-3.7375994995213744,8.027074592885688,0.6414845789363869,-19.470376602793838,11.99517760375109
profile_cont_big_five_openness_to_experience_fantasy_pct,Big Five Openness To Experience Fantasy %,exploratory,moderator_main_effect,2.97041052350533,8.680625453854503,0.7322090113278374,-14.04330272933116,19.984123776341818,2.97041052350533,0.7322090113278374,2.97041052350533,8.680625453854503,0.7322090113278374,-14.04330272933116,19.984123776341818
profile_cont_big_five_agreeableness_mean_pct,Big Five Agreeableness Mean %,exploratory,moderator_main_effect,-2.404570897980909,7.694043547723301,0.754642560293251,-17.484619147001364,12.675477351039547,-2.404570897980909,0.754642560293251,-2.404570897980909,7.694043547723301,0.754642560293251,-17.484619147001364,12.675477351039547
profile_cont_big_five_extraversion_gregariousness_pct,Big Five Extraversion Gregariousness %,exploratory,moderator_main_effect,-4.890633902534984,15.792582233256029,0.7568049375744452,-35.843526302603934,26.062258497533968,-4.890633902534984,0.7568049375744452,-4.890633902534984,15.792582233256029,0.7568049375744452,-35.843526302603934,26.062258497533968
profile_cont_big_five_agreeableness_trust_pct,Big Five Agreeableness Trust %,exploratory,moderator_main_effect,-2.165456692748773,10.04302557845294,0.8292855546223752,-21.84942512233108,17.518511736833535,-2.165456692748773,0.8292855546223752,-2.165456692748773,10.04302557845294,0.8292855546223752,-21.84942512233108,17.518511736833535
profile_cont_big_five_agreeableness_altruism_pct,Big Five Agreeableness Altruism %,exploratory,moderator_main_effect,-1.554145583321258,7.440909922313363,0.8345536345790163,-16.138061043262184,13.029769876619666,-1.554145583321258,0.8345536345790163,-1.554145583321258,7.440909922313363,0.8345536345790163,-16.138061043262184,13.029769876619666
profile_cont_susceptibility_index,Susceptibility Index,primary,moderator_main_effect,-16.96752277703843,6.548556647230654,0.009568846805670396,-29.802457956330876,-4.13258759774598,-16.96752277703843,0.009568846805670396,-16.96752277703843,6.548556647230654,0.009568846805670396,-29.802457956330876,-4.13258759774598
